gvkey,conm,tic,exchg,cusip,fic,sic,costat,fyear,fyr,datadate,at,lt,sale,ebitda,ppent,dp,che,dvc,ni,dltt,dlc
124735,ALBEMARLE FIRST BANK,AFBK,14,012684106,USA,6020,I,2001,12,2001-12-31,90.428,80.224,5.907,0.508,3.895,0.167,8.217,0.0,-0.225,0.0,0.0
124735,ALBEMARLE FIRST BANK,AFBK,14,012684106,USA,6020,I,2002,12,2002-12-31,101.106,91.063,6.035,0.79,4.034,0.271,10.173,0.0,-0.28,0.0,0.858
124735,ALBEMARLE FIRST BANK,AFBK,14,012684106,USA,6020,I,2003,12,2003-12-31,106.434,96.331,6.002,0.393,5.241,0.324,4.346,0.0,-1.908,0.0,4.512
124735,ALBEMARLE FIRST BANK,AFBK,14,012684106,USA,6020,I,2004,12,2004-12-31,120.626,110.357,6.299,1.248,4.787,0.298,2.726,0.0,0.101,0.0,10.564
124735,ALBEMARLE FIRST BANK,AFBK,14,012684106,USA,6020,I,2005,12,2005-12-31,116.584,104.5,7.572,1.922,4.762,0.271,4.698,0.0,0.243,1.293,3.894
124758,FOXBY CORP,FXBY,19,351645205,USA,6726,A,2000,12,2000-12-31,,,,,,,,,,,
124758,FOXBY CORP,FXBY,19,351645205,USA,6726,A,2001,12,2001-12-31,,,,,,,,,,,
124758,FOXBY CORP,FXBY,19,351645205,USA,6726,A,2002,12,2002-12-31,,,,,,,,,,,
124758,FOXBY CORP,FXBY,19,351645205,USA,6726,A,2003,12,2003-12-31,,,,,,,,,,,
124758,FOXBY CORP,FXBY,19,351645205,USA,6726,A,2004,12,2004-12-31,,,,,,,,,,,
124758,FOXBY CORP,FXBY,19,351645205,USA,6726,A,2005,12,2005-12-31,,,,,,,,,,,
124761,AVALON DIGITAL MARKETING SYS,AVDS.1,19,05343V106,USA,7370,I,2000,6,2000-06-30,0.0,0.007,0.041,-0.028,0.0,0.003,0.0,0.0,-0.04,0.0,0.0
124761,AVALON DIGITAL MARKETING SYS,AVDS.1,19,05343V106,USA,7370,I,2001,6,2001-06-30,6.247,0.997,10.596,4.211,0.171,0.034,0.216,0.484,4.316,0.0,0.012
124761,AVALON DIGITAL MARKETING SYS,AVDS.1,19,05343V106,USA,7370,I,2002,6,2002-06-30,14.586,5.799,24.393,-1.551,1.111,0.429,1.298,0.0,-3.378,0.088,1.982
124761,AVALON DIGITAL MARKETING SYS,AVDS.1,19,05343V106,USA,7370,I,2003,6,2003-06-30,,,,,,,,,,,
124761,AVALON DIGITAL MARKETING SYS,AVDS.1,19,05343V106,USA,7370,I,2004,6,2004-06-30,,,,,,,,,,,
124775,CIRCOR INTL INC,CIR,11,17273K109,USA,3490,I,2000,12,2000-12-31,347.062,151.516,316.863,42.55,64.794,13.005,8.192,1.502,10.56,90.593,0.94
124775,CIRCOR INTL INC,CIR,11,17273K109,USA,3490,I,2001,12,2001-12-31,386.121,157.625,343.083,46.867,66.973,13.046,57.01,2.169,15.596,77.818,19.844
124775,CIRCOR INTL INC,CIR,11,17273K109,USA,3490,I,2002,12,2002-12-31,390.734,142.066,331.448,41.769,64.365,10.65,42.446,2.255,15.577,59.394,18.596
124775,CIRCOR INTL INC,CIR,11,17273K109,USA,3490,I,2003,12,2003-12-31,423.863,144.05,359.453,41.212,61.737,9.862,66.042,2.28,17.873,43.791,17.268
124775,CIRCOR INTL INC,CIR,11,17273K109,USA,3490,I,2004,12,2004-12-31,428.418,130.333,381.834,32.093,59.302,9.856,62.808,2.303,11.803,27.829,15.051
124775,CIRCOR INTL INC,CIR,11,17273K109,USA,3490,I,2005,12,2005-12-31,460.38,149.657,450.531,45.048,63.35,10.413,31.198,2.358,20.383,6.278,27.213
124794,RADIO UNICA COMMUNICATIONS,3UNCAQ,13,75040Q106,USA,4832,I,2000,12,2000-12-31,185.872,137.09,30.096,-12.436,22.37,6.127,39.275,0.0,-32.317,132.018,0.044
124794,RADIO UNICA COMMUNICATIONS,3UNCAQ,13,75040Q106,USA,4832,I,2001,12,2001-12-31,163.335,156.921,37.517,-15.268,23.971,6.813,19.91,0.0,-42.581,149.074,0.985
124794,RADIO UNICA COMMUNICATIONS,3UNCAQ,13,75040Q106,USA,4832,I,2002,12,2002-12-31,155.164,172.888,45.691,-2.908,23.071,3.101,11.055,0.0,-24.613,158.589,0.642
124934,ADSTAR INC,ADST,19,00737P104,USA,7370,A,2000,12,2000-12-31,3.864,2.167,1.375,-4.491,1.616,0.192,1.707,0.0,-4.629,0.045,1.115
124934,ADSTAR INC,ADST,19,00737P104,USA,7370,A,2001,12,2001-12-31,2.871,1.03,2.081,-1.537,1.917,0.366,0.458,0.0,-1.884,0.008,0.005
124934,ADSTAR INC,ADST,19,00737P104,USA,7370,A,2002,12,2002-12-31,4.289,1.875,2.241,-1.33,2.549,0.533,1.115,0.0,-2.16,0.05,0.029
124934,ADSTAR INC,ADST,19,00737P104,USA,7370,A,2003,12,2003-12-31,8.554,2.58,2.834,-1.007,0.142,0.808,2.092,0.0,-2.842,0.062,0.051
124934,ADSTAR INC,ADST,19,00737P104,USA,7370,A,2004,12,2004-12-31,7.412,3.861,4.934,-1.713,0.142,0.172,1.093,0.0,-3.648,0.434,0.379
124934,ADSTAR INC,ADST,19,00737P104,USA,7370,A,2005,12,2005-12-31,6.874,2.26,5.239,-0.08,0.127,0.158,1.338,0.0,-1.09,0.0,0.022
124975,IGO CORP,IGOC,14,449592104,USA,3690,I,2000,12,2000-12-31,53.839,9.534,39.947,-20.04,4.466,3.351,20.321,0.0,-23.901,0.19,0.781
124975,IGO CORP,IGOC,14,449592104,USA,3690,I,2001,12,2001-12-31,17.556,5.253,28.886,-13.997,2.378,5.061,5.846,0.0,-31.848,0.019,0.191
124976,NETCENTIVES INC,NCNTQ,19,64108P101,USA,7389,I,2000,12,2000-12-31,376.212,60.011,42.854,-72.999,40.671,77.267,43.274,0.0,-184.651,4.255,3.87
124995,CYSIVE INC,CYSV,14,23281T108,USA,7373,I,2000,12,2000-12-31,186.08,12.235,50.287,-11.853,6.154,1.175,115.242,0.0,-14.328,0.0,0.0
124995,CYSIVE INC,CYSV,14,23281T108,USA,7373,I,2001,12,2001-12-31,161.134,4.9,14.691,-25.781,5.791,2.058,118.943,0.0,-21.928,0.0,0.0
124995,CYSIVE INC,CYSV,14,23281T108,USA,7373,I,2002,12,2002-12-31,137.931,6.747,4.209,-23.378,2.714,1.999,68.92,0.0,-26.145,0.0,0.0
125000,VASCULAR SOLUTIONS INC,VASC,14,92231M109,USA,3841,I,2000,12,2000-12-31,49.661,2.467,6.193,-9.295,0.894,0.367,44.098,0.0,-8.209,0.0,0.0
125000,VASCULAR SOLUTIONS INC,VASC,14,92231M109,USA,3841,I,2001,12,2001-12-31,37.593,1.963,12.082,-13.128,0.918,0.433,33.318,0.0,-12.25,0.0,0.0
125000,VASCULAR SOLUTIONS INC,VASC,14,92231M109,USA,3841,I,2002,12,2002-12-31,22.28,1.911,12.101,-11.088,0.796,0.648,16.749,0.0,-14.979,0.0,0.0
125000,VASCULAR SOLUTIONS INC,VASC,14,92231M109,USA,3841,I,2003,12,2003-12-31,12.992,2.12,11.804,-9.175,0.949,0.604,5.885,0.0,-9.628,0.0,0.0
125000,VASCULAR SOLUTIONS INC,VASC,14,92231M109,USA,3841,I,2004,12,2004-12-31,16.822,3.132,22.265,-2.884,1.374,0.692,7.183,0.0,-3.508,0.0,0.0
125000,VASCULAR SOLUTIONS INC,VASC,14,92231M109,USA,3841,I,2005,12,2005-12-31,19.896,5.789,32.786,0.09,2.955,0.814,4.282,0.0,-0.561,0.0,0.0
125014,PCTEL INC,PCTI,14,69325Q105,USA,3663,I,2000,12,2000-12-31,192.956,33.109,97.183,9.257,4.722,6.441,118.38,0.0,6.138,0.0,0.0
125014,PCTEL INC,PCTI,14,69325Q105,USA,3663,I,2001,12,2001-12-31,140.183,32.422,40.971,-31.769,2.769,6.731,125.628,0.0,-58.219,0.0,0.0
125014,PCTEL INC,PCTI,14,69325Q105,USA,3663,I,2002,12,2002-12-31,129.426,16.873,48.779,6.355,1.532,2.069,111.738,0.0,6.153,0.0,0.0
125014,PCTEL INC,PCTI,14,69325Q105,USA,3663,I,2003,12,2003-12-31,143.241,20.335,45.6,7.997,1.197,1.841,125.462,0.0,5.878,0.0,0.0
125014,PCTEL INC,PCTI,14,69325Q105,USA,3663,I,2004,12,2004-12-31,142.105,19.182,48.221,-5.721,9.746,4.093,84.095,0.0,-2.738,0.0,0.0
125014,PCTEL INC,PCTI,14,69325Q105,USA,3663,I,2005,12,2005-12-31,144.505,20.478,77.746,-1.365,11.19,5.829,59.174,0.0,-3.713,0.0,0.0
125034,PACIFIC CREST CAPITAL INC,PCCI.1,14,694166109,USA,6020,I,2000,12,2000-12-31,648.66,614.73,55.432,11.259,1.312,0.326,5.336,0.706,5.27,57.25,51.5
125034,PACIFIC CREST CAPITAL INC,PCCI.1,14,694166109,USA,6020,I,2001,12,2001-12-31,544.758,506.783,49.184,12.163,1.273,0.386,18.682,0.787,5.385,57.25,40.0
125034,PACIFIC CREST CAPITAL INC,PCCI.1,14,694166109,USA,6020,I,2002,12,2002-12-31,603.744,558.565,43.83,14.881,1.107,0.406,11.001,0.874,7.362,117.25,20.0
125054,UNITED WESTERN BANCORP INC,UWBKQ,19,913201109,USA,6035,I,2000,12,2000-12-31,1418.795,1354.772,156.178,45.312,13.189,12.434,53.17,0.0,4.258,643.936,0.0
125054,UNITED WESTERN BANCORP INC,UWBKQ,19,913201109,USA,6035,I,2001,12,2001-12-31,1646.787,1575.475,197.103,70.138,13.631,24.978,84.46,0.0,8.512,554.268,0.0
125054,UNITED WESTERN BANCORP INC,UWBKQ,19,913201109,USA,6035,I,2002,12,2002-12-31,1701.597,1634.661,187.887,76.442,27.705,28.932,62.412,0.0,-3.952,506.058,12.727
125054,UNITED WESTERN BANCORP INC,UWBKQ,19,913201109,USA,6035,I,2003,12,2003-12-31,1723.924,1654.24,143.036,66.24,24.981,36.149,34.51,0.0,2.325,541.602,31.097
125054,UNITED WESTERN BANCORP INC,UWBKQ,19,913201109,USA,6035,I,2004,12,2004-12-31,1888.86,1796.545,131.086,56.961,19.037,20.509,42.869,0.0,21.897,273.526,326.0
125054,UNITED WESTERN BANCORP INC,UWBKQ,19,913201109,USA,6035,I,2005,12,2005-12-31,2079.388,1898.66,127.871,45.47,17.154,11.025,34.232,0.0,1.558,130.553,575.428
125094,UNITED REFINING CO,0123A,0,911359008,USA,2911,I,2000,8,2000-08-31,340.368,285.262,1119.815,49.177,207.746,10.168,7.43,0.0,6.685,200.961,0.15
125094,UNITED REFINING CO,0123A,0,911359008,USA,2911,I,2001,8,2001-08-31,355.557,279.591,1108.565,53.196,190.951,10.713,35.224,0.0,17.279,180.979,0.121
125094,UNITED REFINING CO,0123A,0,911359008,USA,2911,I,2002,8,2002-08-31,371.44,323.244,1052.016,-8.926,189.894,11.774,13.515,2.13,-24.941,181.863,24.55
125094,UNITED REFINING CO,0123A,0,911359008,USA,2911,I,2003,8,2003-08-31,361.428,319.453,1290.351,25.342,186.879,12.219,13.819,0.0,-5.271,182.227,32.183
125094,UNITED REFINING CO,0123A,0,911359008,USA,2911,I,2004,8,2004-08-31,366.382,319.276,1488.937,60.97,184.705,12.453,11.552,5.0,11.395,199.496,13.452
125094,UNITED REFINING CO,0123A,0,911359008,USA,2911,I,2005,8,2005-08-31,418.837,367.964,1890.189,56.224,183.643,12.686,43.204,1.743,9.912,226.837,0.304
125134,CITGO PETROLEUM CORP,9805B,1,17399V922,USA,2911,I,2000,12,2000-12-31,5998.178,3991.724,22151.408,671.721,2756.189,249.306,17.777,225.0,231.984,1067.497,111.227
125134,CITGO PETROLEUM CORP,9805B,1,17399V922,USA,2911,I,2001,12,2001-12-31,5809.938,3868.902,19621.246,688.978,2739.972,247.726,104.143,373.0,317.024,1330.806,96.222
125134,CITGO PETROLEUM CORP,9805B,1,17399V922,USA,2911,I,2002,12,2002-12-31,6986.912,4427.754,19358.322,85.135,3750.166,223.0,33.025,0.0,180.012,1134.112,213.377
125134,CITGO PETROLEUM CORP,9805B,1,17399V922,USA,2911,I,2003,12,2003-12-31,7273.493,4772.009,25216.36,766.819,3907.203,237.0,202.008,500.795,438.774,1468.069,33.7
125134,CITGO PETROLEUM CORP,9805B,1,17399V922,USA,2911,I,2004,12,2004-12-31,7643.672,4921.24,32027.648,1190.444,4038.505,258.0,23.033,400.0,625.003,1164.282,15.768
125194,MOHEGAN GAMING & ENTERTMNT,9807B,1,608328936,USA,7990,A,2000,9,2000-09-30,885.379,1247.497,739.27,235.043,603.242,30.739,115.731,50.0,145.934,502.336,4.055
125194,MOHEGAN GAMING & ENTERTMNT,9807B,1,608328936,USA,7990,A,2001,9,2001-09-30,1554.693,1748.861,786.605,224.82,1303.983,31.295,74.284,44.0,213.941,908.0,1.514
125194,MOHEGAN GAMING & ENTERTMNT,9807B,1,608328936,USA,7990,A,2002,9,2002-09-30,1714.055,1849.422,1041.768,272.77,1449.667,78.721,85.017,42.132,100.032,1052.173,101.0
125194,MOHEGAN GAMING & ENTERTMNT,9807B,1,608328936,USA,7990,A,2003,9,2003-09-30,1658.511,1757.406,1188.802,310.746,1386.338,92.123,73.264,60.0,95.685,1101.649,1.0
125194,MOHEGAN GAMING & ENTERTMNT,9807B,1,608328936,USA,7990,A,2004,9,2004-09-30,1579.705,1638.899,1256.926,340.212,1328.132,93.595,60.794,65.017,102.887,1003.051,23.272
125194,MOHEGAN GAMING & ENTERTMNT,9807B,1,608328936,USA,7990,A,2005,9,2005-09-30,1856.868,1959.18,1331.605,227.864,1322.691,86.5,72.425,67.5,23.667,1226.348,17.532
125234,CITIZENS HOLDING CO,CIZN,19,174715102,USA,6020,A,2000,12,2000-12-31,382.8,337.971,31.923,10.654,4.362,0.549,14.379,1.406,5.534,13.29,32.0
125234,CITIZENS HOLDING CO,CIZN,19,174715102,USA,6020,A,2001,12,2001-12-31,427.213,378.819,33.098,11.35,5.144,0.74,24.235,1.903,5.711,14.629,0.0
125234,CITIZENS HOLDING CO,CIZN,19,174715102,USA,6020,A,2002,12,2002-12-31,518.45,463.291,34.632,13.714,9.4,1.313,23.435,2.581,6.298,23.637,0.969
125234,CITIZENS HOLDING CO,CIZN,19,174715102,USA,6020,A,2003,12,2003-12-31,550.761,492.876,35.049,14.188,9.999,1.558,15.2,2.836,6.971,32.619,15.018
125234,CITIZENS HOLDING CO,CIZN,19,174715102,USA,6020,A,2004,12,2004-12-31,587.239,525.582,35.547,15.398,9.772,1.594,28.656,2.997,7.546,35.049,11.07
125234,CITIZENS HOLDING CO,CIZN,19,174715102,USA,6020,A,2005,12,2005-12-31,607.709,542.577,38.78,15.423,9.894,1.562,27.056,3.255,7.966,49.4,12.249
125237,MARTHA STEWART LIVING OMNIMD,MSO,11,573083102,USA,4888,I,2000,12,2000-12-31,297.414,101.298,285.766,40.797,37.349,9.09,127.425,0.0,21.278,2.715,2.243
125237,MARTHA STEWART LIVING OMNIMD,MSO,11,573083102,USA,4888,I,2001,12,2001-12-31,311.621,89.429,295.627,46.844,45.423,12.765,141.162,0.0,21.906,0.472,0.0
125237,MARTHA STEWART LIVING OMNIMD,MSO,11,573083102,USA,4888,I,2002,12,2002-12-31,324.542,87.907,295.049,39.316,31.288,11.631,178.95,0.0,7.268,0.46,0.0
125237,MARTHA STEWART LIVING OMNIMD,MSO,11,573083102,USA,4888,I,2003,12,2003-12-31,309.102,72.437,245.848,3.264,22.673,9.669,168.666,0.0,-2.771,0.0,0.0
125237,MARTHA STEWART LIVING OMNIMD,MSO,11,573083102,USA,4888,I,2004,12,2004-12-31,264.678,77.05,187.438,-53.332,17.175,6.672,139.956,0.0,-59.599,0.0,0.0
125237,MARTHA STEWART LIVING OMNIMD,MSO,11,573083102,USA,4888,I,2005,12,2005-12-31,253.828,93.197,209.462,-70.514,19.797,7.797,104.037,0.0,-75.789,0.0,0.0
125240,TKO GROUP HOLDINGS INC,TKO,11,87256C101,USA,7900,A,1999,4,2000-04-30,337.032,78.495,379.31,86.156,41.484,2.544,208.992,0.0,58.908,10.4,1.017
125240,TKO GROUP HOLDINGS INC,TKO,11,87256C101,USA,7900,A,2000,4,2001-04-30,443.092,95.233,456.043,99.161,83.521,7.18,239.671,0.0,15.987,9.903,0.556
125240,TKO GROUP HOLDINGS INC,TKO,11,87256C101,USA,7900,A,2001,4,2002-04-30,487.441,98.003,425.026,55.237,91.759,13.113,294.066,0.0,42.233,9.302,0.601
125240,TKO GROUP HOLDINGS INC,TKO,11,87256C101,USA,7900,A,2002,4,2003-04-30,437.257,95.298,374.264,39.972,59.325,10.545,271.114,0.0,-19.195,9.126,0.777
125240,TKO GROUP HOLDINGS INC,TKO,11,87256C101,USA,7900,A,2003,4,2004-04-30,454.344,101.239,374.909,72.143,71.369,12.363,273.291,10.954,48.192,7.955,0.7
125240,TKO GROUP HOLDINGS INC,TKO,11,87256C101,USA,7900,A,2004,4,2005-04-30,441.405,65.871,366.431,62.167,66.638,11.874,258.055,20.876,39.147,7.198,0.756
125274,BSQUARE CORP,BSQR,14,11776U300,USA,5045,I,2000,12,2000-12-31,122.262,13.915,63.502,9.73,5.64,5.422,72.351,0.0,0.734,0.353,0.0
125274,BSQUARE CORP,BSQR,14,11776U300,USA,5045,I,2001,12,2001-12-31,115.666,16.845,61.852,2.274,6.509,9.987,69.711,0.0,-10.284,0.0,0.0
125274,BSQUARE CORP,BSQR,14,11776U300,USA,5045,I,2002,12,2002-12-31,53.597,20.963,37.506,-26.738,3.124,3.853,32.067,0.0,-73.538,0.0,0.0
125274,BSQUARE CORP,BSQR,14,11776U300,USA,5045,I,2003,12,2003-12-31,30.113,10.775,37.615,-15.394,1.581,2.081,17.745,0.0,-13.984,0.0,0.0
125274,BSQUARE CORP,BSQR,14,11776U300,USA,5045,I,2004,12,2004-12-31,19.131,6.397,38.92,-0.087,0.784,0.584,11.743,0.0,-7.051,0.0,0.0
125274,BSQUARE CORP,BSQR,14,11776U300,USA,5045,I,2005,12,2005-12-31,19.57,8.107,42.923,-1.191,0.792,0.379,9.494,0.0,-1.297,0.0,0.0
125275,CHARLOTTE RUSSE HOLDING INC,CHIC.2,14,161048103,USA,5621,I,2000,9,2000-09-30,108.505,34.011,245.26,40.047,54.274,7.654,3.829,0.0,18.76,0.028,0.097
125275,CHARLOTTE RUSSE HOLDING INC,CHIC.2,14,161048103,USA,5621,I,2001,9,2001-09-30,147.421,45.229,324.825,45.389,77.351,10.639,10.031,0.0,21.491,0.0,0.045
125275,CHARLOTTE RUSSE HOLDING INC,CHIC.2,14,161048103,USA,5621,I,2002,9,2002-09-30,179.503,50.943,409.382,50.285,95.632,13.424,13.553,0.0,22.408,0.0,0.0
125275,CHARLOTTE RUSSE HOLDING INC,CHIC.2,14,161048103,USA,5621,I,2003,9,2003-09-30,198.365,57.979,456.622,37.322,100.019,16.217,22.967,0.0,11.013,0.0,0.0
125275,CHARLOTTE RUSSE HOLDING INC,CHIC.2,14,161048103,USA,5621,I,2004,9,2004-09-30,301.68,146.067,539.404,52.416,177.518,27.717,30.713,0.0,15.084,0.0,0.0
125275,CHARLOTTE RUSSE HOLDING INC,CHIC.2,14,161048103,USA,5621,I,2005,9,2005-09-30,329.136,162.026,603.756,49.767,188.63,33.036,33.693,0.0,10.801,0.0,0.0
125276,CROSSROADS IMPACT CORP,CRSS,19,22766K202,USA,3577,I,2000,10,2000-10-31,118.048,9.296,33.048,-40.306,10.062,11.75,60.038,0.0,-51.028,0.0,0.0
125276,CROSSROADS IMPACT CORP,CRSS,19,22766K202,USA,3577,I,2001,10,2001-10-31,75.403,11.157,37.33,-29.406,11.021,14.32,53.686,0.0,-51.087,0.0,0.0
125276,CROSSROADS IMPACT CORP,CRSS,19,22766K202,USA,3577,I,2002,10,2002-10-31,50.459,8.9,33.988,-14.918,6.106,5.837,34.311,0.0,-25.489,0.0,0.0
125276,CROSSROADS IMPACT CORP,CRSS,19,22766K202,USA,3577,I,2003,10,2003-10-31,40.865,5.607,33.143,-3.347,3.299,3.762,31.377,0.0,-6.447,0.0,0.0
125276,CROSSROADS IMPACT CORP,CRSS,19,22766K202,USA,3577,I,2004,10,2004-10-31,36.769,7.103,26.029,-2.965,2.909,2.474,28.537,0.0,-6.36,0.0,0.0
125276,CROSSROADS IMPACT CORP,CRSS,19,22766K202,USA,3577,I,2005,10,2005-10-31,26.486,4.115,19.693,-5.915,1.844,2.23,19.819,,-8.081,0.0,0.0
125277,DATA RETURN CORP,DRTN,14,23785M104,USA,7373,I,1999,3,2000-03-31,114.857,23.556,11.833,-11.522,22.027,2.036,85.424,0.0,-11.688,11.324,5.799
125277,DATA RETURN CORP,DRTN,14,23785M104,USA,7373,I,2000,3,2001-03-31,87.632,43.471,50.068,-34.153,44.104,14.082,33.366,0.0,-48.778,18.173,12.873
125279,RSTAR CORP,RSTR,19,74973F104,USA,7373,I,2000,12,2000-12-31,73.823,61.653,0.0,-5.213,4.507,1.617,48.406,0.0,-110.955,20.545,23.687
125279,RSTAR CORP,RSTR,19,74973F104,USA,7373,I,2001,12,2001-12-31,36.036,6.052,0.0,-11.263,1.895,2.133,31.034,0.0,-27.371,0.0,3.099
125279,RSTAR CORP,RSTR,19,74973F104,USA,7373,I,2002,12,2002-12-31,69.058,54.776,25.836,-9.599,15.673,5.849,9.579,0.0,-25.908,3.415,4.124
125294,AFFINITY GROUP HOLDING INC,0077A,0,00899U008,USA,5940,I,2000,12,2000-12-31,371.827,448.742,405.072,52.618,67.118,16.885,3.456,0.0,3.303,274.281,11.205
125294,AFFINITY GROUP HOLDING INC,0077A,0,00899U008,USA,5940,I,2001,12,2001-12-31,318.64,394.989,405.372,51.959,18.277,16.404,3.18,0.0,0.566,212.127,16.189
125294,AFFINITY GROUP HOLDING INC,0077A,0,00899U008,USA,5940,I,2002,12,2002-12-31,302.636,390.184,431.122,51.801,22.935,9.893,1.73,0.0,11.959,214.948,8.053
125294,AFFINITY GROUP HOLDING INC,0077A,0,00899U008,USA,5940,I,2003,12,2003-12-31,302.862,391.767,425.406,57.311,,10.298,,16.745,15.388,,
125294,AFFINITY GROUP HOLDING INC,0077A,0,00899U008,USA,5940,I,2004,12,2004-12-31,320.222,478.33,464.679,60.073,27.642,13.893,24.564,79.454,10.251,312.66,1.676
125294,AFFINITY GROUP HOLDING INC,0077A,0,00899U008,USA,5940,I,2005,12,2005-12-31,418.895,571.364,485.56,62.438,29.843,15.919,25.061,0.0,5.639,406.528,6.136
125314,TRAVELSTAR INC,TVLS,19,89421L107,USA,4700,I,2003,12,2003-12-31,0.169,0.449,0.043,-1.01,0.023,0.003,0.136,0.0,-1.019,0.0,0.084
125314,TRAVELSTAR INC,TVLS,19,89421L107,USA,4700,I,2004,12,2004-12-31,0.338,0.816,0.069,-3.363,0.038,0.009,0.284,0.0,-3.372,0.0,0.26
125314,TRAVELSTAR INC,TVLS,19,89421L107,USA,4700,I,2005,12,2005-12-31,0.859,1.144,1.943,-3.856,0.139,0.019,0.219,0.0,-3.885,0.0,0.001
125315,NEXCEN BRANDS INC,NEXC,19,653351106,USA,6794,I,2000,12,2000-12-31,2677.375,454.14,58.154,-123.484,53.223,238.074,875.395,0.0,-362.7,321.201,13.741
125315,NEXCEN BRANDS INC,NEXC,19,653351106,USA,6794,I,2001,12,2001-12-31,949.42,406.938,112.88,-203.869,61.304,180.724,529.92,0.0,-1654.095,290.645,15.493
125315,NEXCEN BRANDS INC,NEXC,19,653351106,USA,6794,I,2002,12,2002-12-31,473.409,246.009,116.531,-71.97,19.301,39.255,324.418,0.0,-325.422,154.942,0.004
125315,NEXCEN BRANDS INC,NEXC,19,653351106,USA,6794,I,2003,12,2003-12-31,398.105,218.804,55.55,-19.978,9.335,9.986,26.242,0.0,-49.452,154.912,0.0
125315,NEXCEN BRANDS INC,NEXC,19,653351106,USA,6794,I,2004,12,2004-12-31,136.586,5.996,2.754,-9.99,0.367,2.212,60.723,0.0,-48.328,0.0,0.0
125315,NEXCEN BRANDS INC,NEXC,19,653351106,USA,6794,I,2005,12,2005-12-31,266.008,139.621,4.932,-0.543,0.255,0.159,9.725,0.0,-4.52,0.0,133.924
125357,MCK COMMUNICATIONS INC,MCKC,14,581243102,USA,3661,I,1999,4,2000-04-30,87.194,6.248,25.082,-3.349,2.306,0.837,75.723,0.0,-3.625,0.0,0.0
125357,MCK COMMUNICATIONS INC,MCKC,14,581243102,USA,3661,I,2000,4,2001-04-30,90.397,7.536,38.22,-5.503,4.094,6.252,54.801,0.0,-11.799,0.0,0.0
125357,MCK COMMUNICATIONS INC,MCKC,14,581243102,USA,3661,I,2001,4,2002-04-30,56.225,7.269,16.487,-11.184,1.529,4.301,44.367,0.0,-34.018,0.0,0.0
125357,MCK COMMUNICATIONS INC,MCKC,14,581243102,USA,3661,I,2002,4,2003-04-30,46.989,3.876,14.579,-2.316,0.539,2.184,41.661,0.0,-6.079,0.0,0.0
125358,NAVISITE INC,NAVI.1,14,63935M208,USA,7374,I,2000,7,2000-07-31,175.461,77.987,49.763,-49.924,70.651,9.081,77.947,0.0,-57.97,23.999,10.999
125358,NAVISITE INC,NAVI.1,14,63935M208,USA,7374,I,2001,7,2001-07-31,112.266,119.228,102.726,-90.539,63.41,15.154,22.214,0.0,-122.996,69.773,14.863
125358,NAVISITE INC,NAVI.1,14,63935M208,USA,7374,I,2002,7,2002-07-31,53.534,44.99,56.521,-24.086,12.412,20.649,21.842,0.0,-121.693,28.073,5.364
125358,NAVISITE INC,NAVI.1,14,63935M208,USA,7374,I,2003,7,2003-07-31,55.379,46.798,62.755,-15.126,16.291,11.171,3.862,0.0,-69.52,7.907,13.798
125358,NAVISITE INC,NAVI.1,14,63935M208,USA,7374,I,2004,7,2004-07-31,123.864,112.782,91.172,-3.464,20.794,12.902,3.195,0.0,-21.354,46.093,27.712
125358,NAVISITE INC,NAVI.1,14,63935M208,USA,7374,I,2005,7,2005-07-31,101.177,103.849,109.863,4.682,15.199,14.684,6.816,0.0,-16.084,1.514,67.112
125360,SYCAMORE NETWORKS INC,SCMR,19,871206405,USA,9995,I,2000,7,2000-07-31,1677.661,102.308,198.137,-4.413,40.435,6.102,1137.361,0.0,20.399,0.0,0.0
125360,SYCAMORE NETWORKS INC,SCMR,19,871206405,USA,9995,I,2001,7,2001-07-31,1551.321,163.461,374.746,-145.547,106.625,35.5,824.971,0.0,-279.754,0.0,0.0
125360,SYCAMORE NETWORKS INC,SCMR,19,871206405,USA,9995,I,2002,7,2002-07-31,1118.575,80.052,65.174,-136.249,32.696,41.9,682.008,0.0,-379.657,0.0,0.0
125360,SYCAMORE NETWORKS INC,SCMR,19,871206405,USA,9995,I,2003,7,2003-07-31,1032.628,40.113,38.276,-62.281,14.589,21.114,672.379,0.0,-55.106,0.0,0.0
125360,SYCAMORE NETWORKS INC,SCMR,19,871206405,USA,9995,I,2004,7,2004-07-31,990.918,35.478,44.547,-50.814,9.419,9.618,527.704,0.0,-44.842,0.0,0.0
125360,SYCAMORE NETWORKS INC,SCMR,19,871206405,USA,9995,I,2005,7,2005-07-31,982.063,42.518,65.434,-28.652,8.437,4.408,954.539,0.0,-23.789,0.0,0.0
125376,PACIFIC GREEN TECHNOLOGIES,PGTK,19,694347105,USA,4955,A,2000,12,2000-12-31,0.37,0.2,0.029,-0.129,0.008,0.002,0.0,0.0,-0.257,0.0,0.005
125376,PACIFIC GREEN TECHNOLOGIES,PGTK,19,694347105,USA,4955,A,2001,12,2001-12-31,0.45,0.161,0.0,-0.3,0.008,0.0,0.0,0.0,-0.3,0.0,0.0
125376,PACIFIC GREEN TECHNOLOGIES,PGTK,19,694347105,USA,4955,A,2002,12,2002-12-31,0.409,0.094,0.021,-0.459,0.0,0.0,0.001,0.0,-0.459,0.0,0.0
