gvkey,conm,tic,exchg,cusip,fic,sic,costat,fyear,fyr,datadate,at,lt,sale,ebitda,ppent,dp,che,dvc,ni,dltt,dlc
010452,TENERA INC,TNRA,19,88033K101,USA,8711,I,2001,12,2001-12-31,6.978,3.113,20.065,-2.367,0.546,0.752,1.286,0.0,-2.03,0.0,0.0
010452,TENERA INC,TNRA,19,88033K101,USA,8711,I,2002,12,2002-12-31,3.536,4.461,13.823,-3.625,0.243,0.893,1.277,0.0,-4.806,0.0,1.605
010453,TERADYNE INC,TER,14,880770102,USA,3825,A,2000,12,2000-12-31,2355.868,648.897,3043.946,810.694,733.786,99.929,302.575,0.0,453.616,8.352,7.558
010453,TERADYNE INC,TER,14,880770102,USA,3825,A,2001,12,2001-12-31,2542.391,778.007,1440.581,24.379,835.566,130.949,367.687,0.0,-202.215,451.682,7.82
010453,TERADYNE INC,TER,14,880770102,USA,3825,A,2002,12,2002-12-31,1894.677,866.204,1222.236,-171.518,685.266,151.811,325.354,0.0,-718.469,450.561,8.069
010453,TERADYNE INC,TER,14,880770102,USA,3825,A,2003,12,2003-12-31,1785.362,835.792,1352.867,42.124,544.369,147.289,289.418,0.0,-193.993,407.658,7.582
010453,TERADYNE INC,TER,14,880770102,USA,3825,A,2004,12,2004-12-31,1922.562,788.998,1791.88,311.876,547.075,118.579,284.578,0.0,165.237,398.932,5.147
010453,TERADYNE INC,TER,14,880770102,USA,3825,A,2005,12,2005-12-31,1859.732,617.066,1075.232,21.216,421.286,85.27,694.741,0.0,90.648,1.819,302.829
010458,DYNAMIC HEALTHCARE TECH INC,DHTI,14,267927606,USA,7373,I,2000,12,2000-12-31,22.505,14.876,25.659,-1.22,3.508,1.485,3.198,0.0,-8.621,0.135,3.087
010466,ANDEAVOR,ANDV,11,03349M105,USA,2911,I,2000,12,2000-12-31,1543.6,873.7,5104.4,202.3,781.4,43.1,14.1,0.0,73.3,306.8,3.8
010466,ANDEAVOR,ANDV,11,03349M105,USA,2911,I,2001,12,2001-12-31,2662.3,1905.3,5136.8,256.1,1522.3,57.4,51.9,0.0,88.0,1112.5,34.4
010466,ANDEAVOR,ANDV,11,03349M105,USA,2911,I,2002,12,2002-12-31,3758.8,2871.2,6952.3,97.6,2303.4,103.5,109.8,0.0,-117.0,1906.7,70.0
010466,ANDEAVOR,ANDV,11,03349M105,USA,2911,I,2003,12,2003-12-31,3661.3,2695.9,8717.7,477.4,2251.5,117.3,77.2,0.0,76.1,1605.3,3.5
010466,ANDEAVOR,ANDV,11,03349M105,USA,2911,I,2004,12,2004-12-31,4075.1,2748.0,12139.2,849.1,2303.6,120.1,184.8,0.0,327.9,1214.9,3.4
010466,ANDEAVOR,ANDV,11,03349M105,USA,2911,I,2005,12,2005-12-31,5097.0,3210.0,16473.0,1193.0,2467.0,136.0,440.0,14.0,507.0,1044.0,3.0
010482,TEXACO INC,TX.2,11,881694103,USA,2911,I,2000,12,2000-12-31,30867.0,16710.0,50100.0,5688.0,15681.0,1917.0,253.0,976.0,2542.0,6815.0,376.0
010484,UNITED AIRLINES INC,3CTAH,13,210795100,USA,4512,A,2000,12,2000-12-31,9201.0,7591.0,9899.0,1086.0,5163.0,402.0,1395.0,0.0,342.0,3616.0,304.0
010484,UNITED AIRLINES INC,3CTAH,13,210795100,USA,4512,A,2001,12,2001-12-31,9791.0,8630.0,8969.0,318.0,6153.0,467.0,1132.0,0.0,-95.0,4441.0,355.0
010484,UNITED AIRLINES INC,3CTAH,13,210795100,USA,4512,A,2002,12,2002-12-31,10740.0,9961.0,8402.0,386.0,6968.0,444.0,1342.0,0.0,-451.0,5463.0,493.0
010484,UNITED AIRLINES INC,3CTAH,13,210795100,USA,4512,A,2003,12,2003-12-31,10649.0,9857.0,8846.0,547.0,6488.0,444.0,1600.0,0.0,38.0,5558.0,422.0
010484,UNITED AIRLINES INC,3CTAH,13,210795100,USA,4512,A,2004,12,2004-12-31,10511.0,10356.0,9899.0,316.0,6314.0,415.0,1669.0,0.0,-409.0,5167.0,670.0
010484,UNITED AIRLINES INC,3CTAH,13,210795100,USA,4512,A,2005,12,2005-12-31,10529.0,10303.0,11208.0,417.0,6086.0,389.0,2198.0,0.0,-68.0,5057.0,546.0
010491,TEXAS EASTERN TRANSMISSION,PEL5,0,882389000,USA,4923,I,2000,12,2000-12-31,3525.0,1845.0,903.0,506.0,2632.0,92.0,0.0,726.0,201.0,535.0,116.0
010491,TEXAS EASTERN TRANSMISSION,PEL5,0,882389000,USA,4923,I,2001,12,2001-12-31,3512.0,1594.0,792.0,497.0,2695.0,89.0,0.0,0.0,228.0,435.0,100.0
010491,TEXAS EASTERN TRANSMISSION,PEL5,0,882389000,USA,4923,I,2002,12,2002-12-31,4473.0,2330.0,791.0,506.0,2787.0,84.0,0.0,0.0,237.0,1185.0,0.0
010491,TEXAS EASTERN TRANSMISSION,PEL5,0,882389000,USA,4923,I,2003,12,2003-12-31,4764.0,2461.0,833.0,547.0,2752.0,86.0,0.0,75.0,239.0,1070.0,115.0
010495,TEXAS GAS TRANSMISSION LLC,4093A,0,882440001,USA,4922,I,2000,12,2000-12-31,1311.49,646.041,262.156,141.07,997.509,44.781,0.261,52.0,52.247,250.533,0.0
010495,TEXAS GAS TRANSMISSION LLC,4093A,0,882440001,USA,4922,I,2001,12,2001-12-31,1396.519,710.939,251.585,139.648,1061.278,45.821,0.086,25.0,45.131,250.174,0.0
010495,TEXAS GAS TRANSMISSION LLC,4093A,0,882440001,USA,4922,I,2002,12,2002-12-31,1384.59,652.911,266.674,146.263,1057.968,37.806,0.277,10.0,56.099,249.781,0.0
010495,TEXAS GAS TRANSMISSION LLC,4093A,0,882440001,USA,4922,I,2003,12,2003-12-31,1346.817,531.255,256.307,154.739,703.521,36.636,19.171,15.0,61.288,347.629,17.277
010495,TEXAS GAS TRANSMISSION LLC,4093A,0,882440001,USA,4922,I,2004,12,2004-12-31,1342.767,499.57,261.497,145.115,713.854,33.684,12.201,30.0,57.635,347.802,0.0
010495,TEXAS GAS TRANSMISSION LLC,4093A,0,882440001,USA,4922,I,2005,12,2005-12-31,1399.863,517.869,259.239,145.978,721.414,33.279,0.084,19.988,51.042,347.976,0.0
010498,TEXAS INDUSTRIES INC,TXI,11,882491103,USA,3241,I,1999,5,2000-05-31,1815.68,1117.654,1306.407,225.481,1229.083,97.264,6.988,6.313,69.829,823.284,9.373
010498,TEXAS INDUSTRIES INC,TXI,11,882491103,USA,3241,I,2000,5,2001-05-31,1857.361,1145.116,1252.232,160.649,1259.98,101.385,8.734,6.28,26.223,814.25,9.237
010498,TEXAS INDUSTRIES INC,TXI,11,882491103,USA,3241,I,2001,5,2002-05-31,1773.277,1010.867,1344.92,202.284,1184.358,100.737,7.43,6.284,51.276,674.963,9.228
010498,TEXAS INDUSTRIES INC,TXI,11,882491103,USA,3241,I,2002,5,2003-05-31,1729.61,1002.101,1364.109,98.179,1139.368,97.112,6.204,6.315,-24.197,677.082,0.732
010498,TEXAS INDUSTRIES INC,TXI,11,882491103,USA,3241,I,2003,5,2004-05-31,1944.133,1182.149,1672.503,186.612,1063.649,97.117,141.628,6.336,36.348,798.349,0.699
010498,TEXAS INDUSTRIES INC,TXI,11,882491103,USA,3241,I,2004,5,2005-05-31,2197.366,1269.799,1951.179,321.928,1041.11,95.513,260.887,6.643,124.523,803.063,0.688
010499,TEXAS INSTRUMENTS INC,TXN,14,882508104,USA,3674,A,2000,12,2000-12-31,17720.0,5132.0,11860.0,3770.0,5447.0,1216.0,4003.0,141.0,3058.0,1216.0,148.0
010499,TEXAS INSTRUMENTS INC,TXN,14,882508104,USA,3674,A,2001,12,2001-12-31,15779.0,3900.0,8201.0,1375.0,5589.0,1599.0,2944.0,147.0,-201.0,1211.0,38.0
010499,TEXAS INSTRUMENTS INC,TXN,14,882508104,USA,3674,A,2002,12,2002-12-31,14679.0,3945.0,8383.0,2012.0,4794.0,1689.0,3012.0,147.0,-344.0,833.0,422.0
010499,TEXAS INSTRUMENTS INC,TXN,14,882508104,USA,3674,A,2003,12,2003-12-31,15510.0,3646.0,9834.0,2634.0,4132.0,1528.0,4329.0,147.0,1198.0,395.0,437.0
010499,TEXAS INSTRUMENTS INC,TXN,14,882508104,USA,3674,A,2004,12,2004-12-31,16299.0,3236.0,12580.0,3773.0,3918.0,1549.0,6358.0,154.0,1861.0,368.0,11.0
