gvkey,conm,tic,exchg,cusip,fic,sic,costat,fyear,fyr,datadate,at,lt,sale,ebitda,ppent,dp,che,dvc,ni,dltt,dlc,log_assets,ebitda_margin,asset_tangibility,cash_holdings,non_debt_tax_shield,roa,book_leverage,lev
184044,ALAMO ENERGY CORP,ALME,19,011295102,USA,1311,A,2010,4,2011-04-30,8.249,1.593,0.251,-0.623,6.7,0.027,0.045,,-1.804,1.16,,2.1100919808785945,-2.4820717131474104,0.8122196629894533,0.005455206691720208,0.003273124015032125,-0.21869317493029458,0.1406231058310098,0.1406231058310098
062501,SUBURBAN PROPANE PRTNRS  -LP,SPH,11,864482104,USA,5900,A,2019,9,2019-09-30,1998.348,1574.518,1267.705,271.726,627.207,120.872,2.441,147.882,68.632,1227.057,,7.600076118216113,0.2143448199699457,0.31386275063202207,0.0012215089664062515,0.060485961404119805,0.03434436844833833,0.6140356934828168,0.6140356934828168
175966,CATALYST PHARMACEUTICALS INC,CPRX,14,14888U101,USA,2836,A,2024,12,2024-12-31,851.411,123.779,491.734,232.898,3.584,37.774,517.553,,163.889,2.786,0.402,6.746894973207231,0.4736259847803894,0.004209482846709757,0.6078768068535643,0.04436635185591918,0.19249105308716943,0.0037443725768166024,0.0037443725768166024
031748,HAUPPAUGE DIGITAL INC,HAUP,19,419131107,USA,3577,A,2011,9,2011-09-30,26.867,22.418,42.343,-4.206,0.369,0.988,4.081,,-5.849,,,3.2908987677153982,-0.09933164867864819,0.013734320914132578,0.15189637845684298,0.03677373729854468,-0.21770201362265976,0.0,0.0
024463,NATIONAL BEVERAGE CORP,FIZZ,14,635017106,USA,2086,A,2008,4,2009-04-30,265.682,95.67,575.177,47.393,56.141,9.456,84.14,,24.742,,,5.582300104893213,0.0823972446742481,0.2113090085139377,0.3166943940500297,0.03559142132323605,0.0931263691179681,0.0,0.0
032688,STITCH FIX INC,SFIX,14,860897107,USA,5961,A,2024,7,2024-07-31,486.864,299.842,1337.468,-47.475,115.297,35.489,246.968,,-128.84,95.685,21.817,6.18798482330175,-0.035496176357116584,0.23681561996779388,0.5072628085050446,0.07289304610733181,-0.2646324230175162,0.2413446054750403,0.2413446054750403
184660,KIPS BAY MEDICAL INC,KIPS,19,49726K105,USA,3841,I,2014,12,2014-12-31,4.738,0.433,0.084,-5.564,0.353,0.049,3.595,,-5.607,,,1.555615105736594,-66.23809523809524,0.07450401013085689,0.7587589700295483,0.010341916420430562,-1.1834107218235541,0.0,0.0
016956,HARLEYSVILLE NATL CORP/PA,HNBC,14,412850109,USA,6020,I,2002,12,2002-12-31,2490.864,2284.658,155.153,58.996,21.645,2.922,104.087,13.479,32.927,169.765,84.141,7.820384917224163,0.3802440171959292,0.00868975584375542,0.0417875082702227,0.001173086928872873,0.013219107907938772,0.10193491093853378,0.10193491093853378
023247,PJT PARTNERS INC,PJT,11,69343T107,USA,6200,A,2017,12,2017-12-31,558.965,136.511,497.682,19.592,33.789,8.143,182.74,3.796,-32.554,0.288,,6.3260868593881,0.03936650310841059,0.06044922311772651,0.32692565724150885,0.014567996207275948,-0.05823978245507322,0.0005152379844891898,0.0005152379844891898
022817,VERU INC,VERU,14,92536C202,USA,3060,A,2007,9,2007-09-30,11.194,3.747,19.32,1.01,1.379,0.134,0.885,,1.694,,,2.415377920469168,0.05227743271221532,0.12319099517598713,0.07906021082722886,0.011970698588529569,0.15133107021618722,0.0,0.0
017754,AUDIOEYE INC,AEYE,14,050734201,USA,7370,A,2016,12,2016-12-31,4.489,4.182,0.994,-3.86,,0.57,1.41,,-9.579,,0.024,1.501629959799795,-3.8832997987927564,0.027559055118110236,0.3141011361104923,0.1269770550233905,-2.1338828246825576,0.005346402316774338,0.005346402316774338
027809,CITRINE GLOBAL CORP,CTGL,19,17737V105,USA,2834,A,2020,12,2020-12-31,3.105,1.702,0.011,-8.363,0.006,0.007,0.728,,-8.639,,0.773,1.133013715385442,-93.0,0.001932367149758454,0.23446054750402576,0.0022544283413848632,-2.7822866344605472,0.24895330112721417,0.24895330112721417
121478,SALON MEDIA GROUP INC,SLNM,19,79550B202,USA,7370,A,2004,3,2005-03-31,6.069,1.917,6.628,-0.977,0.191,0.115,0.686,,-0.518,,,1.803193846853718,-0.14740494870247434,0.03147141209424947,0.1130334486735871,0.01894875597297743,-0.08535178777393311,0.0,0.0
008113,OGE ENERGY CORP,OGE,11,670837103,USA,4931,A,2008,12,2008-12-31,6518.5,4621.7,4070.7,689.1,5249.8,217.5,174.4,129.5,231.4,2161.8,298.0,8.782399567102834,0.16928292431277178,0.8053693334356063,0.02675462146199279,0.03336657206412518,0.03549896448569456,0.37735675385441436,0.37735675385441436
024800,QUALCOMM INC,QCOM,14,747525103,USA,3674,A,2021,9,2021-09-30,41240.0,31290.0,33566.0,11368.0,5072.0,1582.0,12414.0,3097.0,9043.0,14129.0,2170.0,10.627163938130897,0.33867604123219924,0.12298739088263821,0.3010184287099903,0.03836081474296799,0.21927740058195927,0.3952230843840931,0.3952230843840931
012459,NVR INC,NVR,11,62944T105,USA,1531,A,2010,12,2010-12-31,2260.061,519.687,3057.369,335.685,20.473,7.263,1216.836,,206.005,8.997,90.684,7.7231470830525195,0.10979538289293833,0.009058605055350276,0.5384084765853665,0.0032136300745864823,0.09115019461864082,0.04410544671139407,0.04410544671139407
160635,VIASPACE INC,VSPC,19,92554W106,USA,0100,A,2009,12,2009-12-31,18.925,6.713,4.376,-2.531,0.936,0.196,1.102,,-2.909,,4.844,2.9404837993235127,-0.578382084095064,0.04945838837516513,0.05822985468956407,0.01035667107001321,-0.1537120211360634,0.2559577278731836,0.2559577278731836
185168,EMBASSY BANCORP INC,EMYB,19,290791102,USA,6020,A,2011,12,2011-12-31,575.48,531.147,25.608,12.162,2.095,0.625,53.833,0.215,5.144,13.086,33.953,6.355204475168832,0.47492970946579194,0.003640439285466046,0.09354451935775353,0.0010860499061652882,0.008938625147702788,0.08173872245777437,0.08173872245777437
116004,ALLIED CAPITAL CORP,ALD.1,11,01903Q108,USA,6159,I,2002,12,2002-12-31,2794.319,1241.248,309.928,259.87,,1.572,11.186,229.935,228.291,998.45,,7.935343706527987,0.7884614162092194,0.017633259689890893,0.004003122048699522,0.0005625699857460799,0.08169825993381571,0.3573142508067261,0.3573142508067261
031739,TECHE HOLDING CO,TSH,12,878330109,USA,6035,I,2009,9,2009-09-30,765.071,693.586,60.089,20.583,27.219,1.577,40.724,2.95,7.136,90.01,10.618,6.639968639977428,0.3425418961873221,0.035577090230841324,0.0532290467159257,0.0020612466032564297,0.009327238909852811,0.1315276621385466,0.1315276621385466
137024,BASIC ENERGY SERVICES INC,BAS.1,11,06985P100,USA,1389,I,2018,12,2018-12-31,761.777,542.349,964.72,72.234,448.801,126.629,90.3,,-144.597,322.701,27.039,6.635653861937374,0.07487561157641595,0.5891501056083341,0.11853862744608985,0.16622843693101785,-0.18981539216857427,0.4591107371317328,0.4591107371317328
152128,CRDENTIA CORP,CRDOQ,19,225235407,USA,7363,I,2004,12,2004-12-31,19.836,12.41,23.018,-4.125,0.294,1.019,0.362,,-33.703,,5.207,2.9874984686268875,-0.17920757667912068,0.014821536600120993,0.018249647106271426,0.05137124420246017,-1.699082476305707,0.2625025206694898,0.2625025206694898
015252,TRIMAS CORP,0517B,1,896215100,USA,3460,A,2008,12,2008-12-31,930.22,875.32,1021.3,143.38,181.57,41.0,3.91,,-136.19,599.58,10.36,6.835421117311385,0.14038969940272203,0.19519038507019842,0.004203306744641052,0.04407559502053278,-0.14640622648405752,0.6556943518737504,0.6556943518737504
019818,NCT GROUP INC,NCTI,19,62888Q109,USA,3651,I,2005,12,2005-12-31,4.72,143.379,4.23,-7.796,0.849,0.408,0.471,,-40.738,5.0,78.571,1.5518087995974639,-1.8430260047281322,0.1798728813559322,0.09978813559322033,0.08644067796610169,-8.63093220338983,9.640463848505867,17.705720338983053
006433,KIMBALL INTERNATIONAL  -CL B,KBAL,14,494274103,USA,2520,I,2015,6,2015-06-30,266.129,124.624,600.868,40.137,97.163,13.867,34.661,7.705,20.3,0.241,0.027,5.583981153631452,0.06679836503192048,0.3650973775875609,0.13024134912016352,0.052106309346219314,0.07627879712470267,0.001007030425094597,0.001007030425094597
018562,FATE THERAPEUTICS INC,FATE,14,31189P102,USA,2836,A,2018,12,2018-12-31,213.032,52.563,4.74,-65.888,5.125,1.204,201.007,,-66.598,12.446,2.438,5.361442389167101,-13.90042194092827,0.024057418603777834,0.9435530812272335,0.005651733072965563,-0.31261970032671144,0.06986743775583011,0.06986743775583011
025129,SIERRA ONCOLOGY,SRRA,14,82640U404,USA,2836,I,2016,12,2016-12-31,110.973,7.725,,-45.162,0.4,0.197,109.007,,-47.867,,,4.709286928480655,0.11070856853989385,0.00360448036909879,0.9822839789858795,0.0017752065817811542,-0.4313391545691294,0.0,0.0
176733,ROYAL ENERGY RESOURCES INC,ROYE,19,78026P209,USA,1221,A,2017,12,2017-12-31,300.938,154.483,218.741,-4.079,193.57,41.993,29.115,,99.249,31.073,5.989,5.706904263465623,-0.018647624359402214,0.6432221919465139,0.09674750280788734,0.13954037044175213,0.32979882899467666,0.12315493556812367,0.12315493556812367
184748,QUAD/GRAPHICS INC,QUAD,11,747301109,USA,2750,A,2012,12,2012-12-31,4098.9,2863.2,4094.0,563.4,1926.4,338.6,31.7,152.8,87.4,1227.0,123.7,8.318473924012551,0.1376160234489497,0.46997975066481257,0.007733782234257972,0.08260752884920346,0.02132279392032009,0.3295274341896607,0.3295274341896607
145269,IDAHO POWER CO,IDA1,,451380000,USA,4911,A,2013,12,2013-12-31,5266.411,3542.379,1243.098,432.51,3647.812,129.735,66.535,78.926,176.741,1615.258,1.064,8.569104384864838,0.3479291254591352,0.6926561561564413,0.012633841149124136,0.024634423709049676,0.03356004687062974,0.30691148108265764,0.30691148108265764
004077,LASERCARD CORP,LCRD,14,51807U101,USA,3572,I,2008,3,2009-03-31,74.29,54.442,49.771,2.258,10.872,2.877,16.086,,-0.94,0.166,8.753,4.307976353163715,0.0453677844527938,0.14634540314981825,0.2165298155875622,0.03872661192623502,-0.012653116166375015,0.12005653519989232,0.12005653519989232
184830,RED TRAIL ENERGY LLC,REGX,19,75703V103,USA,2860,I,2014,9,2014-09-30,95.658,24.404,139.123,35.005,51.479,4.131,21.953,2.007,30.59,5.373,9.266,4.560779330653284,0.25161188300999837,0.5381567668151122,0.22949465805264588,0.043185096907733804,0.3197850676367894,0.15303476970039095,0.15303476970039095
028629,CAMDEN PROPERTY TRUST,CPT,11,133131102,USA,6798,A,2018,12,2018-12-31,6219.586,2834.482,971.673,,,,43.603,294.505,156.128,1884.296,437.307,8.735458624032514,0.11070856853989385,0.010320582740063824,0.007010595238975713,0.008842549821829221,0.025102635448726006,0.3732729155927742,0.3732729155927742
112624,ACTUATE CORP,BIRT,14,00508B102,USA,7372,I,2002,12,2002-12-31,108.436,60.013,109.164,9.805,6.204,8.333,44.867,,-25.471,,,4.686160137192478,0.08981898794474369,0.0572134715408167,0.4137648013574827,0.07684717252572947,-0.23489431554096424,0.0,0.0
007759,GP STRATEGIES CORP,GPX,11,36225V104,USA,8200,I,2017,12,2017-12-31,365.007,176.953,510.508,35.891,5.123,6.6,23.612,,12.891,16.0,49.696,5.899916531480787,0.07030448102674199,0.014035347267312683,0.06468917034467832,0.018081845005712218,0.03531713090433882,0.17998558931746514,0.17998558931746514
121844,YANKEE HOLDING CORP,YCC.1,11,984757104,USA,3990,I,2005,12,2005-12-31,355.134,286.99,601.181,163.63,139.089,23.325,12.655,11.182,78.101,178.0,,5.872495183042237,0.27218092388149323,0.3916521650982446,0.03563443657886882,0.06567943367855514,0.21991980491870672,0.5012192580828645,0.5012192580828645
005902,IMMUNOMEDICS INC,IMMU,14,452907108,USA,2835,I,2003,6,2003-06-30,45.13,10.992,13.719,-8.255,12.3,1.559,23.797,,-7.874,4.995,1.381,3.80954721383891,-0.6017202420001458,0.2725459782849546,0.5272989142477288,0.03454464879237757,-0.17447374252160425,0.14128074451584313,0.14128074451584313
025880,PATTERSON COS INC,PDCO,14,703395103,USA,5047,I,2002,4,2003-04-30,823.978,190.292,1656.956,191.706,57.254,12.758,217.448,,119.692,,,6.71414383052392,0.11569770108560518,0.06948486488716932,0.26390024976395005,0.015483423101102213,0.14526115988533675,0.0,0.0
006435,KIMBERLY-CLARK CORP,KMB,14,494368103,USA,2621,A,2001,12,2001-12-31,15007.6,8512.9,14524.4,3341.4,7326.5,739.6,405.2,592.4,1609.9,2424.0,1236.1,9.616312018438798,0.23005425353198755,0.4881859857672113,0.02699965350888883,0.04928169727338149,0.10727231536021749,0.2438830992297236,0.2438830992297236
178493,CONSTANT CONTACT INC,CTCT,14,210313102,USA,7310,I,2012,12,2012-12-31,257.262,53.68,252.154,23.164,39.653,19.003,93.507,,12.756,,,5.550095020856531,0.09186449550671416,0.1541346953689235,0.36346992560113817,0.07386633082227456,0.04958369288896145,0.0,0.0
066354,W P CAREY INC,WPC,11,92936U109,USA,6798,A,2011,12,2011-12-31,1462.623,738.521,336.409,143.416,621.182,28.518,29.297,88.356,139.079,551.851,37.518,7.2879866781336915,0.4263143970583427,0.4247041103551633,0.020030452139751666,0.019497847360529678,0.09508875492864532,0.40295346100806567,0.40295346100806567
180157,GELTECH SOLUTIONS INC,GLTC,19,368537106,USA,2890,I,2016,12,2016-12-31,2.301,8.665,1.201,-3.543,0.253,0.083,0.151,,-4.672,7.916,,0.8333438110532289,-2.9500416319733556,0.1099521946979574,0.06562364189482833,0.036071273359408955,-2.0304215558452845,3.440243372446762,3.440243372446762
164368,FIRST SECURITY GROUP INC,FSGI,14,336312202,USA,6020,I,2013,12,2013-12-31,977.574,893.926,40.597,6.56,27.888,4.351,20.868,,-13.449,,32.52,6.8850739923189765,0.16158829470157893,0.02852776362710138,0.02134672157811071,0.004450813953726265,-0.013757526284455193,0.03326602385087984,0.03326602385087984
015142,ISTAR INC,STAR,11,45031U101,USA,6798,I,2016,12,2016-12-31,4825.514,3760.799,554.375,,5.691,,354.627,,95.306,2624.507,924.722,8.481672536596738,0.11070856853989385,0.0011793562302378565,0.07348999505544901,0.008842549821829221,0.01975043487595311,0.7355131494800347,0.7355131494800347
014581,MGC DIAGNOSTICS CORP,ANGQC,13,03462H305,USA,3845,I,2003,10,2003-10-31,19.877,4.755,18.712,-1.12,1.565,1.458,3.588,,-2.784,,,2.989563284408462,-0.05985463873450193,0.0787342154248629,0.18051013734466972,0.07335110932233235,-0.14006137747144942,0.0,0.0
149738,CIT GROUP INC,CITGQ,19,125581108,USA,6020,I,2004,12,2004-12-31,51111.3,45015.8,4672.8,3412.2,8290.9,956.0,2210.2,110.9,753.6,25567.4,12157.4,10.841760886774404,0.7302259887005649,0.1622126613879905,0.04324288366760383,0.01870427870157871,0.014744293336307234,0.7380911853151847,0.7380911853151847
179741,KKR & CO INC,KKR,11,48251W104,USA,6311,A,2020,12,2020-12-31,79806.502,39006.586,9718.02,6841.661,951.364,36.7,6993.457,297.324,2002.509,28310.992,5585.994,11.287360258815433,0.7040179995513489,0.011920883338553043,0.0876301657727086,0.0004598622803941464,0.025092053276561353,0.42473965341821396,0.42473965341821396
007875,NEWELL BRANDS INC,NWL,14,651229106,USA,3630,A,2011,12,2011-12-31,6160.9,4308.3,5864.6,895.2,551.4,161.6,170.2,84.9,125.2,1809.3,367.5,8.725978149751535,0.15264468164921732,0.0894999107273288,0.027625833887905987,0.026229933938223312,0.020321706244217568,0.35332500121735466,0.35332500121735466
026149,AVALO THERAPEUTICS INC,CERCU,14,15671L208,USA,2834,A,2013,12,2013-12-31,5.076,3.066,,-12.915,0.066,0.02,3.422,,-13.045,,,1.624523549852141,0.11070856853989385,0.013002364066193855,0.6741528762805359,0.003940110323089047,-2.569936958234831,0.0,0.0
010530,THERMO FISHER SCIENTIFIC INC,TMO,11,883556102,USA,3826,A,2015,12,2015-12-31,40889.0,19538.8,16965.4,4175.3,2448.8,1668.5,454.1,240.0,1975.4,11473.9,1052.8,10.61861635720246,0.24610678203873765,0.05988896769302258,0.011105676343270808,0.04080559563696838,0.0483112817628213,0.30635867837315656,0.30635867837315656
007991,TEREX CORP,TEX,11,880779103,USA,3530,A,2006,12,2006-12-31,4785.9,3034.9,7647.6,771.6,338.5,61.2,676.7,,399.9,536.1,227.0,8.473429373975062,0.1008943982425859,0.07072859859169645,0.1413945130487474,0.01278756346768633,0.08355795148247978,0.1594475438266575,0.1594475438266575
156676,TALEN ENERGY CORP -OLD,TLN.2,11,87422J105,USA,4911,I,2014,12,2014-12-31,10760.0,6853.0,3736.0,727.0,6436.0,297.0,528.0,1940.0,410.0,1683.0,1165.0,9.283590833715776,0.194593147751606,0.5981412639405205,0.04907063197026022,0.027602230483271376,0.03810408921933085,0.26468401486988846,0.26468401486988846
107620,RIVAL TECHNOLOGIES INC,RVTI,19,768027203,USA,1382,A,2007,12,2007-12-31,0.359,0.608,,-0.761,0.013,0.003,0.345,,-0.783,,0.496,-1.0244328904938582,0.11070856853989385,0.036211699164345405,0.9610027855153203,0.008356545961002786,-2.1810584958217274,1.3816155988857939,1.3816155988857939
160555,TINGO GROUP INC,TIOG,19,55328R109,USA,4812,A,2018,12,2018-12-31,10.143,9.139,14.162,-6.011,0.661,1.61,2.174,,-2.61,,5.81,2.316783812393859,-0.4244456997599209,0.06516809622399684,0.21433500936606525,0.15873015873015872,-0.25732031943212064,0.5728088336783989,0.5728088336783989
027119,INGEVITY CORP,NGVT,11,45688C107,USA,2860,A,2015,12,2015-12-31,782.0,260.0,968.0,198.0,438.0,31.0,32.0,,80.0,80.0,9.0,6.661854740545311,0.20454545454545456,0.5601023017902813,0.04092071611253197,0.03964194373401535,0.10230179028132992,0.11381074168797954,0.11381074168797954
021188,MEDIZONE INTL INC,MZEIQ,19,585013105,USA,3842,I,2010,12,2010-12-31,0.629,3.586,,-2.722,0.001,0.01,0.436,,-2.756,,0.283,-0.4636240222816965,0.11070856853989385,0.001589825119236884,0.6931637519872814,0.01589825119236884,-4.381558028616852,0.4499205087440381,0.4499205087440381
011872,ARK RESTAURANTS CORP,ARKR,14,040712101,USA,5812,A,2005,9,2005-09-30,47.165,9.752,115.577,11.946,24.045,3.694,5.723,4.801,6.579,,,3.8536520921018167,0.10335966498524793,0.5098060002120217,0.12133997667762111,0.07832078872044948,0.13948902788084383,0.0,0.0
002136,VERIZON COMMUNICATIONS INC,VZ,11,92343V104,USA,4812,A,2009,12,2009-12-31,227251.0,142884.0,107808.0,35695.0,91466.0,16215.0,2499.0,5309.0,3651.0,55051.0,7205.0,11.665055300146856,0.33109787770851884,0.40248887793673077,0.010996651279862355,0.07135282132971912,0.016065935903472373,0.27395258986759136,0.27395258986759136
030671,RELIANCE INC,RS,11,759509102,USA,5051,A,2023,12,2023-12-31,10480.3,2747.5,14805.9,1984.9,2480.0,245.4,1080.2,238.1,1335.9,1320.8,56.5,9.257252583419517,0.1340614214603638,0.23663444748719026,0.10306956861921893,0.023415360247321167,0.1274677251605393,0.13141799375972063,0.13141799375972063
062955,PILLARSTONE CAPITAL REIT,PRLEQ,19,721491108,USA,6512,A,2011,12,2011-12-31,0.194,0.005,0.008,,,,0.012,,-0.033,,,-1.6398971199188088,0.11070856853989385,0.34705518658130396,0.061855670103092786,0.020812213928055788,-0.17010309278350516,0.0,0.0
023006,TRANSATLANTIC HOLDINGS INC,TRH,11,893521104,USA,6331,I,2004,12,2004-12-31,10605.292,8018.163,3990.057,282.125,,,1417.424,25.473,254.584,,,9.269108400801715,0.07070700994998318,0.009511715327759348,0.13365251989289875,0.0027379857186664914,0.02400537392086894,0.0,0.0
015060,CALLON PETROLEUM CO/DE,CPE,11,13123X508,USA,1311,I,2009,12,2009-12-31,227.991,308.845,142.145,112.543,133.116,36.592,3.635,,54.419,179.174,100.667,5.429306154491124,0.7884614162092194,0.583865152571812,0.015943611809238083,0.1604975635003136,0.23868924650534448,1.2274212578566697,1.2274212578566697
017534,CNB FINANCIAL CORP/PA,CCNE,14,126128107,USA,6020,A,2022,12,2022-12-31,5475.179,4944.417,247.621,130.195,100.842,6.573,106.285,12.557,63.188,138.693,132.396,8.60798024821419,0.5257833544004749,0.01841802797680222,0.019412150726031058,0.0012005086956974375,0.011540809898635278,0.04951235384267802,0.04951235384267802
031339,CALL NOW INC,CLNW,19,131004202,USA,7948,I,2007,12,2007-12-31,27.415,14.323,4.855,-0.443,,,18.161,,-0.376,,10.335,3.311090308856012,-0.09124613800205973,0.0008670102596214055,0.662447565201532,0.0003982340444216606,-0.013715119460149553,0.376983403246398,0.376983403246398
012485,ALTICE USA INC,CVC,11,12686C109,USA,4841,A,2024,12,2024-12-31,31701.37,32158.202,8954.417,3346.019,8662.645,1642.231,256.824,,-102.918,25127.131,230.564,10.364115176597132,0.37367245684448247,0.27325774879760717,0.008101353348451502,0.051803155510313906,-0.003246484300205323,0.7998927175702502,0.7998927175702502
151928,COMBIMATRIX CORP,CBMX,14,20009T501,USA,8071,I,2015,12,2015-12-31,7.922,2.066,10.088,-6.165,0.691,0.276,3.901,,-6.601,0.105,0.193,2.069643699199725,-0.6111221252973831,0.08722544811916183,0.4924261550113608,0.03483968694774047,-0.8332491795001262,0.037616763443574855,0.037616763443574855
010374,PULSE ELECTRONICS CORP,PULS.1,19,74586W205,USA,3679,I,2002,12,2002-12-31,547.706,125.329,406.354,26.99,64.861,19.77,205.075,,-43.537,5.681,10.667,6.30573864663199,0.06641991957751123,0.11842302257050316,0.3744253303779765,0.03609600771216674,-0.07948972623999007,0.02984813020123935,0.02984813020123935
163771,KENEXA CORP,KNXA,11,488879107,USA,7372,I,2003,12,2003-12-31,25.309,60.688,33.991,3.809,4.604,2.72,3.078,,-12.182,50.666,1.85,3.23116006370142,0.11205907446088671,0.1819115729582362,0.12161681615235685,0.10747165040104312,-0.4813307519064364,2.0749930854636687,2.0749930854636687
063383,HYPERDYNAMICS CORP,HDYNQ,19,448954206,USA,1311,A,2002,6,2002-06-30,1.425,1.058,0.356,-2.751,0.618,0.251,0.109,,-3.005,0.061,0.02,0.3541718137206139,-7.727528089887641,0.4336842105263158,0.07649122807017543,0.17614035087719299,-2.1087719298245613,0.056842105263157895,0.056842105263157895
003504,COOPER COS INC (THE),COO,14,216648501,USA,3851,A,2001,10,2001-10-31,396.849,140.565,234.572,65.746,61.028,10.988,20.91,,37.136,60.553,8.249,5.98355585568994,0.2802806814112511,0.1537814130815499,0.05269006599487463,0.027688113111032156,0.09357715403087825,0.17337072790910396,0.17337072790910396
006213,EPOCH HOLDING CORP,EPHC,14,29428R103,USA,6282,I,2008,6,2008-06-30,54.349,9.004,33.806,4.274,1.689,0.42,37.436,1.521,9.036,,,3.9954262141339205,0.12642726143288174,0.031076928738339255,0.6888075217575301,0.007727833078805498,0.1662588088097297,0.0,0.0
145308,WW INTERNATIONAL INC,WGHTQ,19,98262P101,USA,7200,A,2013,12,2013-12-31,1408.931,2883.553,1724.123,510.715,87.052,44.904,174.557,29.459,204.725,2358.0,30.0,7.250586539798218,0.296217265241517,0.06178585040715266,0.12389322117264791,0.03187097167994742,0.1453051994739274,1.6949020214616612,1.6949020214616612
005667,HF SINCLAIR CORP,DINO,11,403949100,USA,2911,A,2010,12,2010-12-31,3701.475,2413.336,8322.929,380.527,1756.691,117.529,230.444,31.977,103.964,810.561,,8.216486667841703,0.04572032273734403,0.4745921558297706,0.06225734335636469,0.031751936727926026,0.028087181461444424,0.2189832431665755,0.2189832431665755
013453,OPPENHEIMER HOLDINGS INC,OPY,11,683797104,USA,6211,A,2007,12,2007-12-31,2138.241,1694.261,911.897,191.963,18.34,10.426,111.666,5.56,75.367,66.325,55.413,7.667738807402577,0.2105095202638017,0.00857714354930057,0.05222329943163563,0.004875970482279593,0.03524719617667045,0.05693371327179677,0.05693371327179677
020521,BRIGHTHOUSE LIFE INSURNCE CO,MET2,,59199A005,USA,6311,A,2023,12,2023-12-31,226204.0,220263.0,3239.0,-3056.0,,43.0,6430.0,266.0,-1124.0,834.0,2.0,11.665055300146856,-0.943501080580426,0.009511715327759348,0.028425668865272057,0.00019009389754381,-0.004968966066028894,0.0036957790313168646,0.0036957790313168646
012950,AIRGAS INC,ARG,11,009363102,USA,5084,I,2012,3,2013-03-31,5618.225,4081.242,4957.497,867.428,2686.305,261.622,86.386,122.202,340.874,2304.245,303.573,8.633771056702017,0.17497297527361086,0.4781412278789119,0.015376030685848287,0.04656666473841827,0.06067289935878325,0.4641711572605226,0.4641711572605226
010867,UNION PACIFIC CORP,UNP,11,907818108,USA,4011,A,2021,12,2021-12-31,63525.0,49364.0,21804.0,11540.0,56658.0,2208.0,1025.0,2800.0,6523.0,28992.0,2496.0,11.059188808188365,0.5292606861126399,0.891900826446281,0.016135379771743407,0.03475796930342385,0.10268398268398268,0.4956788665879575,0.4956788665879575
266214,COHEN & STEERS INC,CNS,11,19247A100,USA,6282,A,2024,12,2024-12-31,812.366,237.463,517.417,183.361,167.804,9.288,182.974,122.418,151.265,141.115,,6.699950977525663,0.35437761032204196,0.20656206685164077,0.22523591583104166,0.011433270225489497,0.1862030168667817,0.17370864856480947,0.17370864856480947
003964,DILLARDS INC  -CL A,DDS,11,254067101,USA,5311,A,2024,1,2025-01-31,3531.054,1734.894,6590.231,918.029,1035.81,177.867,1043.529,413.716,593.476,543.912,11.411,8.169351688929545,0.13930149034229605,0.29334300749861086,0.2955290403375309,0.05037221180984487,0.16807332881343642,0.15726833970820042,0.15726833970820042
027936,DESTINATION MATERNITY CORP,DESTQ,19,25065D100,USA,5621,I,2006,9,2006-09-30,287.736,207.036,602.744,46.446,71.43,16.118,28.329,,9.102,117.535,0.814,5.662043393073462,0.07705758995527122,0.24824839436149806,0.09845483359746435,0.05601662635193371,0.03163316373342231,0.41131106291878666,0.41131106291878666
015824,HERITAGE GLOBAL INC,HGBL,14,42727E103,USA,6799,A,2007,12,2007-12-31,1.796,2.737,,-1.216,,0.02,0.067,,-0.645,,2.335,0.5855619698800079,0.11070856853989385,0.04736253059316927,0.037305122494432075,0.011135857461024499,-0.3591314031180401,1.3001113585746102,1.3001113585746102
030262,IFRESH INC,IFMK,19,449538107,USA,5411,A,2019,3,2020-03-31,99.259,101.809,89.453,-7.053,77.358,2.255,0.752,,-8.287,59.054,25.795,4.597732595556864,-0.07884587436978077,0.7793550207034123,0.007576139191408336,0.02271834292104494,-0.08348865090319267,0.8548242476752738,0.8548242476752738
014824,CINCINNATI FINANCIAL CORP,CINF,14,172062101,USA,6331,A,2016,12,2016-12-31,20386.0,13326.0,5449.0,895.0,183.0,30.0,1246.0,316.0,591.0,814.0,32.0,9.922603669728359,0.16425032115984584,0.008976748749141568,0.06112037672912783,0.0014715981555969784,0.028990483665260473,0.04149906798783479,0.04149906798783479
181931,CLEARWATER PAPER CORP,CLW,11,18538R103,USA,2631,A,2018,12,2018-12-31,1788.118,1361.722,1724.218,178.754,1269.271,101.953,22.484,,-143.767,671.292,120.833,7.488918949081578,0.10367250544884694,0.7098362636022902,0.012574114236308791,0.057016930649990666,-0.08040129342694385,0.44299369504697117,0.44299369504697117
066591,PUBLIC SERVICE CO OF COLO,XEL5,,744448002,USA,4931,A,2010,12,2010-12-31,11228.83,7090.636,4164.37,1039.191,9200.556,284.139,32.912,266.812,399.72,3228.253,276.37,9.326239857086666,0.2495433883156396,0.8193690705086817,0.0029310266519307886,0.025304417290136196,0.035597653540039347,0.3121093649115714,0.3121093649115714
146354,ALLIANCE BANKSHARES CORP,ABVA,14,018535104,USA,6020,I,2003,12,2003-12-31,356.738,337.383,23.391,8.854,1.764,0.543,44.03,,3.989,23.0,35.251,5.8770016187905085,0.37852165362746354,0.004944805431437077,0.12342391334817149,0.001522125481445767,0.011181875774377834,0.16328790316703015,0.16328790316703015
