gvkey,conm,tic,exchg,cusip,fic,sic,costat,fyear,fyr,datadate,at,lt,sale,ebitda,ppent,dp,che,dvc,ni,dltt,dlc,log_assets,ebitda_margin,asset_tangibility,cash_holdings,non_debt_tax_shield,roa,book_leverage,lev
011096,VALSPAR CORP,VAL.1,11,920355104,USA,2851,I,2005,10,2005-10-31,2761.163,1700.071,2713.95,339.258,427.822,68.395,52.845,40.658,147.618,706.415,29.281,7.923407246768513,0.12500525064942242,0.15494268176127232,0.019138674536780333,0.024770359446363722,0.05346225485420455,0.26644424831130936,0.26644424831130936
155941,TRACK GROUP INC,TRCK,19,89237L101,USA,7380,A,2012,9,2012-09-30,26.534,22.107,19.791,-6.203,4.002,2.078,0.695,,-17.458,2.181,13.427,3.278426929494725,-0.3134252943257036,0.15082535614683049,0.026192809225898846,0.0783146152106731,-0.6579482927564634,0.5882264264716968,0.5882264264716968
011372,NEW CONCEPT ENERGY INC,GBR,12,643611106,USA,6512,A,2024,12,2024-12-31,4.594,0.057,0.146,-0.224,0.636,0.013,0.363,,-0.018,,,1.5247511042669066,-1.534246575342466,0.13844144536351763,0.07901610796691336,0.0028297779712668693,-0.003918154114061819,0.0,0.0
128498,HOLMES GROUP INC,9863B,1,43641P935,USA,5064,I,2001,12,2001-12-31,443.595,452.978,627.999,41.834,69.096,16.18,10.115,,-15.555,344.704,8.476,6.094911983996999,0.06661475575598051,0.15576370337808135,0.022802330955037815,0.03647471229387166,-0.035065769451864875,0.7961766927039303,0.7961766927039303
118941,NEXTPLAT CORP,NXPL,14,68557F209,USA,5961,A,2020,12,2020-12-31,2.634,2.069,5.69,-1.739,1.162,0.295,0.728,,-2.763,0.552,0.296,0.9685036033210893,-0.3056239015817223,0.44115413819286253,0.27638572513287774,0.11199696279422931,-1.0489749430523918,0.32194381169324227,0.32194381169324227
013962,FERRELLGAS PARTNERS  -LP,FGPRQ,19,315293100,USA,5900,A,2012,7,2012-07-31,1397.279,1424.805,2339.092,174.803,626.551,83.841,8.429,156.52,-10.952,1059.085,172.251,7.242282052988996,0.07473113498742247,0.4484079414347457,0.006032438761335425,0.060003048782669745,-0.007838091032642729,0.8812384641864652,0.8812384641864652
039402,TANGO THERAPEUTICS INC,TNGX,14,87583X109,USA,2836,A,2020,12,2020-12-31,207.252,168.652,7.656,-51.482,11.303,0.718,190.32,,-51.972,6.925,0.959,5.333935444149782,-6.724399164054336,0.05453747129098875,0.9183023565514445,0.003464381525871885,-0.250767181981356,0.03804064616988014,0.03804064616988014
061394,SOUTHERN BANC CO INC,SRNN,19,842233108,USA,6020,A,2012,6,2012-06-30,111.344,95.087,3.695,0.796,0.812,0.072,3.69,,0.004,6.313,11.313,4.712624508102494,0.21542625169147497,0.007292714470469896,0.033140537433539306,0.0006466446328495473,3.5924701824974855e-05,0.1583021985917517,0.1583021985917517
282553,CDTI ADVANCED MATERIALS INC,CDTI,19,12514V204,USA,3714,A,2021,12,2021-12-31,4.666,2.628,6.371,-0.873,0.206,0.205,1.46,,-0.389,,,1.5403021735992384,-0.13702715429288964,0.044149164166309464,0.3129018431204457,0.04393484783540505,-0.0833690527218174,0.0,0.0
020105,FS KKR CAPITAL CORP,FSK,11,302635206,USA,6797,A,2018,12,2018-12-31,7705.0,3539.0,394.0,289.0,,,104.0,205.0,569.0,2991.0,400.0,8.949624747754216,0.733502538071066,0.010320582740063824,0.013497728747566514,0.008842549821829221,0.07384815055158987,0.4401038286826736,0.4401038286826736
007964,NORTH PITTSBURGH SYSTEMS,NPSI,14,661562108,USA,4813,I,2001,12,2001-12-31,168.963,94.621,86.444,37.38,101.298,17.335,35.543,10.203,10.362,54.809,5.051,5.129679756042084,0.4324186756744251,0.5995277072495162,0.21035966454194113,0.10259642643655713,0.061327036096660216,0.3542787474180738,0.3542787474180738
008867,QUANTUM CORP,QNTM.1,14,747906105,USA,3572,A,2001,3,2002-03-31,1193.772,633.271,1087.792,112.469,78.528,76.978,344.433,,42.502,287.5,41.363,7.084873320944494,0.10339200876638181,0.06578140549451655,0.2885249444617565,0.06448300010387242,0.03560311349235868,0.27548225289251216,0.27548225289251216
020010,AGILE THERAPEUTICS INC,AGRX,19,00847L308,USA,2834,I,2019,12,2019-12-31,49.54,3.795,,-18.695,14.044,0.163,34.479,,-18.606,,0.172,3.9027804240612136,0.11070856853989385,0.2834880904319742,0.6959830440048446,0.0032902704884941463,-0.37557529269277357,0.0034719418651594667,0.0034719418651594667
111179,HAWTHORN BANCSHARES INC,HWBK,14,420476103,USA,6020,A,2004,12,2004-12-31,923.874,832.103,46.824,18.111,21.276,1.829,65.708,3.378,8.305,42.104,58.607,6.828575698706954,0.38678882624295235,0.023029114359750354,0.07112225260154523,0.001979707189508526,0.008989321054602683,0.10900945367008921,0.10900945367008921
063072,MIGRATEC INC,MIGR,19,598622108,USA,7372,I,2002,12,2002-12-31,1.329,0.482,0.517,-5.503,0.122,0.098,0.88,,-5.587,0.015,0.013,0.28442677973110825,-10.644100580270793,0.09179834462001504,0.6621519939804364,0.07373965387509406,-4.203912716328066,0.021068472535741158,0.021068472535741158
005671,PINNACLE ENTERTAINMENT INC,PNK,14,72348Y105,USA,7990,I,2016,12,2016-12-31,4077.067,4449.947,2378.855,613.065,2768.491,218.366,185.093,,-457.41,4037.971,62.028,8.313133136336418,0.25771432054496807,0.6790398588004563,0.045398567156242464,0.05355958094385008,-0.11219094510833401,1.0056246316285702,1.0056246316285702
011982,UCI MEDICAL AFFILIATES INC,UCIA,19,902633304,USA,8093,I,2009,9,2009-09-30,45.917,28.405,80.35,8.658,27.483,3.062,2.755,,3.095,17.343,1.252,3.8268354188666946,0.10775357809583073,0.5985364897532505,0.059999564431474174,0.06668554130278545,0.0674042293703857,0.40496983687958704,0.40496983687958704
061581,BOSTON BEER INC  -CL A,SAM,11,100557107,USA,2082,A,2012,12,2012-12-31,359.484,114.393,580.222,115.941,189.948,20.208,74.463,,59.467,0.566,0.062,5.884669669911975,0.19982179234844596,0.5283906933271022,0.2071385652768969,0.056213906599459226,0.165423217723181,0.0017469484038232575,0.0017469484038232575
146119,AMERICAN SPECTRUM REALTY INC,AQQSQ,19,02970Q203,USA,6510,A,2003,12,2003-12-31,208.003,180.259,25.932,-0.503,,,2.937,,-14.348,136.668,24.133,5.337552502674229,-0.019396884158568564,0.34705518658130396,0.014119988654009798,0.020812213928055788,-0.06897977433017793,0.7730705807127783,0.7730705807127783
030861,KNIGHT-SWIFT TRPTN HLDGS INC,KNX,11,499049104,USA,4213,A,2003,12,2003-12-31,321.226,81.303,340.069,89.515,212.935,30.066,40.55,,35.458,,,5.772144925247429,0.26322599237213623,0.6628822075423534,0.12623511172819135,0.09359765398815786,0.11038334381401256,0.0,0.0
019649,SABRE CORP,SABR,14,78573M104,USA,7370,A,2014,12,2014-12-31,4718.004,4633.621,2631.417,685.407,551.276,253.592,156.399,47.904,69.223,3061.4,22.435,8.459141107784133,0.26047068936622364,0.1168451743576309,0.033149399618991424,0.053749848452862695,0.014672094385676656,0.6536312813638988,0.6536312813638988
182610,VYCOR MEDICAL INC,VYCO,19,92921M203,USA,3842,A,2014,12,2014-12-31,3.814,0.925,1.25,-2.349,0.582,0.383,1.891,,-4.05,,0.322,1.3386785071782272,-1.8792000000000002,0.15259570005243836,0.49580492920818037,0.10041950707918196,-1.0618772941793393,0.08442579968536969,0.08442579968536969
031958,SAFEHOLD INC,SAFE,11,78646V107,USA,6798,A,2019,12,2019-12-31,2566.561,1473.263,92.993,72.101,,6.494,46.782,21.353,27.693,1378.774,,7.850322149495037,0.7753379286612971,0.0007680327615343,0.018227503651773714,0.002530234036907753,0.010789924728069973,0.5372067915003773,0.5372067915003773
025056,TIME WARNER INC,TWX,11,887317303,USA,4888,I,2003,12,2003-12-31,121783.0,60344.0,39565.0,8918.0,12559.0,3140.0,3040.0,,2639.0,24958.0,2287.0,11.665055300146856,0.22540123846834323,0.10312605207623396,0.024962433180328945,0.0257835658507345,0.02166969117200266,0.22371759605199412,0.22371759605199412
023252,ETHAN ALLEN INTERIORS INC,ETD,11,297602104,USA,2510,A,2004,6,2004-06-30,658.367,202.227,955.107,160.778,277.437,21.854,27.528,126.756,79.478,4.509,4.712,6.489762526600052,0.16833506612348145,0.4214017409742591,0.041812545282494416,0.03319425183826042,0.12071990242524307,0.01400586602912965,0.01400586602912965
147856,VITAL LIVING INC,VTLV,19,92846Y100,USA,2834,I,2005,12,2005-12-31,4.764,5.259,4.858,0.681,0.027,2.455,0.192,,-21.537,2.784,0.401,1.5610876514930536,0.1401811445039111,0.005667506297229219,0.04030226700251889,0.5153232577665827,-4.5207808564231735,0.6685558354324096,0.6685558354324096
065717,OSAIC FINANCIAL SERVICES INC,LTS,12,50575Q102,USA,6211,I,2004,12,2004-12-31,21.631,45.667,38.441,-6.141,2.866,1.037,1.72,,-9.854,9.166,18.705,3.0741274709813644,-0.15975130719804376,0.1324950302806158,0.07951551014747353,0.047940455827284914,-0.45554990522860705,1.2884748740233922,1.2884748740233922
028376,RENAISSANCE ENTMT CORP,FAIR.2,19,75966Q403,USA,7990,I,2001,12,2001-12-31,4.768,5.184,12.448,0.686,2.709,0.363,0.835,,-0.533,4.016,0.315,1.5619269297630487,0.055109254498714656,0.5681627516778524,0.1751258389261745,0.07613255033557047,-0.11178691275167786,0.9083473154362417,0.9083473154362417
011017,UNIVERSAL CORP/VA,UVV,11,913456109,USA,5150,A,2003,3,2004-03-31,2482.773,1688.557,2271.152,247.945,560.868,45.519,39.31,28.693,99.636,770.296,289.972,7.817131359661613,0.10917146892854375,0.22590385830682064,0.01583310274439105,0.018333935482623662,0.040130934241672515,0.42704991555812793,0.42704991555812793
161048,AMERICAN CAMPUS COMMUNITIES,ACC,11,024835100,USA,6798,I,2003,12,2003-12-31,330.566,302.656,59.921,,293.629,,14.73,10.311,-0.944,264.193,11.403,5.800806336783003,0.11070856853989385,0.8882613456919346,0.04455993659360007,0.008842549821829221,-0.002855708088551152,0.833709455902906,0.833709455902906
024937,MAJESCO,MJCO,14,56068V102,USA,7372,I,2015,3,2016-03-31,94.621,49.064,113.302,-0.159,3.462,3.842,6.411,,-3.562,6.92,7.11,4.549879438737305,-0.0014033291557077545,0.03658807241521438,0.06775451538242039,0.04060409422855392,-0.03764492026083005,0.14827575273987806,0.14827575273987806
142230,MAGELLAN MIDSTREAM PRTNRS LP,MMP,11,559080106,USA,4610,I,2001,12,2001-12-31,399.444,172.284,86.054,39.785,329.38,11.748,13.831,16.599,21.747,139.5,,5.990073580161841,0.462325981360541,0.8245961887022961,0.034625629625179,0.029410881124763418,0.05444317601466037,0.34923543725778833,0.34923543725778833
031895,BAR HARBOR BANKSHARES,BHB,12,066849100,USA,6020,A,2011,12,2011-12-31,1167.466,1049.216,57.699,22.798,16.09,1.18,8.72,4.228,11.043,144.47,175.813,7.062590867063323,0.39511949947139463,0.01378198594220303,0.007469168266998783,0.0010107360728278168,0.009458947840879306,0.2743403234012811,0.2743403234012811
141915,VICTORIA INDUSTRIES INC-OLD,VIIN.1,13,92699T935,USA,9995,I,2006,12,2006-12-31,4.141,2.659,8.412,0.495,0.001,0.001,0.139,,0.414,,0.413,1.4209373045634301,0.058844507845934375,0.0007680327615343,0.03356677131127747,0.0002414875633904854,0.09997585124366094,0.09973436368027046,0.09973436368027046
124434,BLACKROCK INC,BLK,11,09290D101,USA,6282,A,2010,12,2010-12-31,178459.0,152125.0,8612.0,3393.0,428.0,305.0,3460.0,776.0,2063.0,4470.0,167.0,11.665055300146856,0.3939851370181143,0.002398309975960865,0.01938820681501073,0.0017090760342711772,0.011560078225250618,0.02598355924890311,0.02598355924890311
060979,WABTEC CORP,WAB,11,929740108,USA,3743,A,2023,12,2023-12-31,18988.0,8464.0,9677.0,1854.0,1485.0,509.0,620.0,123.0,815.0,3288.0,781.0,9.851562479671209,0.19158830215976025,0.07820728881398778,0.0326522013903518,0.026806404044659785,0.04292184537602697,0.21429323783442175,0.21429323783442175
116209,USIO INC,USIO,14,917313108,USA,6099,A,2022,12,2022-12-31,97.913,83.979,69.428,-2.279,6.018,2.735,5.709,,-5.483,2.354,0.674,4.584079329280599,-0.032825373048337846,0.061462727114887705,0.05830686425704452,0.027932960893854747,-0.05599869271700387,0.030925413377181785,0.030925413377181785
176692,INNOVATION PHARMACEUTICALS I,IPIX,19,45782D100,USA,2836,A,2019,6,2019-06-30,4.046,8.175,,-5.926,0.001,0.371,0.579,,-8.681,0.879,1.922,1.3977287387455537,0.11070856853989385,0.0007680327615343,0.1431043005437469,0.0916955017301038,-2.145575877409787,0.6922886801779535,0.6922886801779535
031805,MYOMO INC,MYO,12,62857J201,USA,3845,A,2023,12,2023-12-31,14.582,5.592,19.241,-8.067,0.84,0.164,8.866,,-8.148,0.115,0.486,2.6797878913842386,-0.419260953172912,0.05760526676724729,0.6080098751885886,0.01124674255931971,-0.5587710876422987,0.041215196817994786,0.041215196817994786
008958,RAVEN INDUSTRIES INC,RAVN,14,754212108,USA,3080,I,2014,1,2015-01-31,362.873,57.636,378.153,61.17,117.513,17.369,52.199,18.44,31.733,,,5.894052910789819,0.16175992257102284,0.3238405723214458,0.14384922548660276,0.04786523108635804,0.0874493280018078,0.0,0.0
005709,HORMEL FOODS CORP,HRL,11,440452100,USA,2011,A,2004,10,2004-10-31,2533.968,1134.72,4779.875,444.692,704.237,87.675,288.881,62.421,231.663,361.51,15.76,7.837541732545625,0.09303423206673815,0.2779186635348197,0.114003412829207,0.03459988445000095,0.09142301718095888,0.14888506879329177,0.14888506879329177
163628,ADAMS RESPIRATORY THERAPTCS,ARXT,14,00635P107,USA,2834,I,2007,6,2007-06-30,318.465,43.117,331.603,61.498,19.763,3.21,79.781,,30.529,,,5.763512578863967,0.18545670575959805,0.06205705493539322,0.2505173252947734,0.010079600584051624,0.0958629676730567,0.0,0.0
002226,BIOGEN INC-OLD,BGEN,14,090597105,USA,2836,I,2000,12,2000-12-31,1431.856,325.454,926.452,356.156,400.429,27.8,682.412,,333.577,47.185,4.888,7.266726783805012,0.38443006221585146,0.27965731190846005,0.47659261825211474,0.019415360203819378,0.23296825937803803,0.03636748388106067,0.03636748388106067
166435,VANDA PHARMACEUTICALS INC,VNDA,14,921659108,USA,2836,A,2012,12,2012-12-31,135.448,125.543,32.727,-26.097,2.348,2.128,120.833,,-27.664,,,4.908587802825931,-0.7974149784581539,0.01733506585553127,0.8920988128285393,0.015710826294961903,-0.20424074183450475,0.0,0.0
061726,ADEPT TECHNOLOGY INC,ADEP,14,006854202,USA,3560,I,2008,6,2008-06-30,42.29,,60.783,4.923,3.354,1.842,15.185,,3.636,,,3.7445506514843974,0.08099304081733379,0.07930952943958383,0.35906833766847956,0.04355639631118468,0.08597777252305511,0.0,0.0
065850,CHARLES & COLVARD LTD,CTHR,19,159765205,USA,3290,A,2022,6,2022-06-30,69.209,9.651,43.089,3.352,4.688,0.479,21.179,,2.374,2.847,0.857,4.2371309119703096,0.07779247603796792,0.06773685503330491,0.3060151136412894,0.006921065179384183,0.034301897152104494,0.05351905099047811,0.05351905099047811
031958,SAFEHOLD INC,SAFE,11,78646V107,USA,6798,A,2023,12,2023-12-31,6548.314,4252.638,376.807,298.705,0.979,3.54,46.74,48.033,-54.973,4070.116,,8.7869628909149,0.7884614162092194,0.0007680327615343,0.0071377151431650954,0.0005405971674540958,-0.008394985335156499,0.6215517459914109,0.6215517459914109
038782,VERA THERAPEUTICS INC,VERA,14,92337R101,USA,2836,A,2021,12,2021-12-31,83.748,14.156,,-34.257,,,79.674,,-32.609,4.923,,4.427812289823015,0.11070856853989385,0.028534488398132513,0.9513540621865597,0.002380542349911715,-0.38937049242967,0.05878349333715432,0.05878349333715432
037949,ADTHEORENT HOLDING COM INC,MACQU,14,55282T208,USA,7370,I,2023,12,2023-12-31,206.096,40.926,170.809,6.481,5.542,9.065,70.261,,0.007,5.141,1.421,5.328342079653732,0.037942965534602975,0.02689038118158528,0.34091394301684647,0.04398435680459591,3.3964754289263254e-05,0.0318395310923065,0.0318395310923065
041505,LONGDUODUO CO LTD,LDDD,19,54303E209,USA,8090,A,2022,6,2022-06-30,0.611,1.633,3.238,-7.489,0.186,0.066,0.357,,-7.517,0.003,0.178,-0.49265831981054176,-2.312847436689314,0.3044189852700491,0.5842880523731587,0.10801963993453356,-12.30278232405892,0.29623567921440264,0.29623567921440264
117298,GENZYME MOLECULAR ONCOLOGY,GZMO,14,372917500,USA,2835,I,2001,12,2001-12-31,42.419,15.606,6.562,-30.481,0.119,0.125,41.135,,-29.718,,,3.74759637507272,-4.6450777202072535,0.0028053466606945,0.9697305452745232,0.0029467927108135505,-0.7005822862396568,0.0,0.0
107692,SCORES HOLDING CO INC,SCRH,19,80917W202,USA,6794,A,2007,12,2007-12-31,0.268,0.208,0.488,-0.296,,0.06,,,-0.356,,0.02,-1.3167682984712803,-0.6065573770491803,0.13163857722055167,0.1271551724137931,0.22388059701492535,-1.3283582089552237,0.07462686567164178,0.07462686567164178
015174,SEMELE GROUP INC,SMLE.1,19,816618300,USA,7350,I,2003,12,2003-12-31,92.663,71.471,13.305,4.786,24.527,7.458,11.849,,-0.566,31.272,12.654,4.528969255894356,0.3597143930853062,0.2646903294734684,0.12787196615693427,0.08048519905463886,-0.006108155358665271,0.4740403397256726,0.4740403397256726
008193,OSHKOSH B'GOSH INC  -CL A,GOSHA,14,688222207,USA,2300,I,2003,12,2003-12-31,151.925,64.16,417.272,6.676,23.696,6.774,23.931,4.139,7.189,,,5.023386978021419,0.015999156425544968,0.15597169656080304,0.15751851242389336,0.044587790027974326,0.047319401020240244,0.0,0.0
062870,TRICO MARINE SERVICES INC,TMARQ,19,896106101,USA,4400,I,2002,12,2002-12-31,749.111,453.785,133.942,24.539,546.223,31.87,11.115,,-67.978,377.381,8.701,6.618887170133836,0.1832061638619701,0.7291616329222238,0.014837587487034632,0.04254376187240609,-0.09074489628372831,0.5153869052783899,0.5153869052783899
065105,BJ'S WHOLESALE CLUB INC,BJ.1,11,05548J106,USA,5399,I,2010,1,2011-01-31,2321.675,1177.366,10877.239,360.538,1005.047,126.727,101.35,,95.011,,0.54,7.750044186914804,0.03314609525450347,0.432897369356176,0.04365382751677129,0.0545842979745227,0.040923471200749455,0.00023259069421861371,0.00023259069421861371
010509,TEXAS VANGUARD OIL CO,,,,USA,1311,I,2009,12,2009-12-31,11.454,1.265,4.609,0.444,3.95,0.504,7.192,,0.2,,0.15,2.4383390139716656,0.0963332610110653,0.34485769163610963,0.6279029160118735,0.04400209533787323,0.01746114894360049,0.013095861707700366,0.013095861707700366
017130,SANTANDER HOLDINGS USA INC,SOV,11,845905108,USA,6020,A,2014,12,2014-12-31,118457.415,95953.32,9468.63,3882.818,7492.786,,4259.563,,2335.152,29982.619,9727.034,11.665055300146856,0.4100717844080929,0.06325299264718887,0.03595860166288451,0.0030615599201430877,0.019713008257017935,0.3352230250845842,0.3352230250845842
184571,HIGHER ONE HOLDINGS INC,ONE.2,11,42983D104,USA,6099,I,2011,12,2011-12-31,176.015,52.429,176.32,53.159,46.088,5.644,54.828,,31.893,7.633,,5.170569218679241,0.3014916061705989,0.26184132034201635,0.31149617930290036,0.03206544896741755,0.18119478453540894,0.043365622248103856,0.043365622248103856
006334,GREAT PLAINS ENERGY INC,GXP,11,391164100,USA,4911,I,2000,12,2000-12-31,3293.891,2333.477,1115.868,424.655,2527.79,132.378,53.474,102.686,158.704,1191.847,149.245,8.099824819722567,0.3805602454770636,0.7674176225017767,0.016234295548941964,0.04018894371428805,0.04818131504655133,0.4071452273314448,0.4071452273314448
061650,CORESTREAM ENERGY INC,ZLUS,19,21870T109,USA,6200,I,2009,12,2009-12-31,0.29,13.872,0.068,-1.722,0.208,0.086,0.027,,-5.995,,6.451,-1.2378743560016174,-25.323529411764703,0.7172413793103448,0.09310344827586207,0.296551724137931,-19.710255789250056,9.640463848505867,22.244827586206895
008080,OCEANIC EXPLORATION CO,OCEX,19,675239107,USA,8742,I,2004,12,2004-12-31,0.88,1.21,0.833,-2.705,0.016,0.01,0.793,,-2.74,,,-0.12783337150988489,-3.2472989195678275,0.01818181818181818,0.9011363636363636,0.011363636363636364,-3.1136363636363638,0.0,0.0
004707,FIRST HARTFORD CORP,FHRT,19,320488109,USA,6510,A,2007,4,2008-04-30,114.669,110.605,11.945,,,,3.671,,-1.343,92.936,3.349,4.742049717335463,0.11070856853989385,0.34705518658130396,0.032013883438418406,0.020812213928055788,-0.011711970977334764,0.8396776809774221,0.8396776809774221
180145,FORBES ENERGY SERVICES LTD,FESLQ,19,345143101,USA,1389,A,2019,12,2019-12-31,190.265,166.309,188.422,7.915,131.644,29.404,5.297,,-68.399,67.395,73.535,5.2484178372606065,0.04200677203298978,0.6918981420650147,0.02784011773053373,0.15454234882926446,-0.3594933382387723,0.7407037552886764,0.7407037552886764
015178,VITRO BIOPHARMA INC,,,,USA,2836,A,2012,10,2012-10-31,0.085,1.84,0.028,-0.159,0.017,0.02,0.005,,-0.228,,0.581,-2.4651040224918206,-5.678571428571429,0.2,0.058823529411764705,0.23529411764705882,-2.6823529411764704,6.835294117647058,6.835294117647058
023195,MATRIX SERVICE CO,MTRX,14,576853105,USA,1623,A,2011,6,2011-06-30,306.436,106.765,627.052,42.567,53.311,11.067,59.357,,18.982,0.038,0.262,5.725008924437204,0.06788432219337472,0.1739710738947121,0.1937011317208161,0.03611520839588038,0.06194441906303437,0.0009789972457544154,0.0009789972457544154
165675,VIACOM INC,VIAB,14,92553P201,USA,4833,I,2018,9,2018-09-30,23783.0,16072.0,12943.0,3008.0,919.0,213.0,1557.0,325.0,1719.0,9515.0,567.0,10.076726318721697,0.23240361585412964,0.038641046125383674,0.06546693016019846,0.008955976958331582,0.07227851826935205,0.4239162426943615,0.4239162426943615
